"inst_id","year","h","club","metric"
"I108754898",2008,2.96054799982688,"club1","n_publication"
"I108754898",2009,2.83148595393153,"club1","n_publication"
"I108754898",2010,2.72714340012883,"club1","n_publication"
"I108754898",2011,2.55813076261484,"club1","n_publication"
"I108754898",2012,2.47998331256042,"club1","n_publication"
"I108754898",2013,2.3410065819088,"club1","n_publication"
"I108754898",2014,2.22117976000662,"club1","n_publication"
"I108754898",2015,2.23217377961367,"club1","n_publication"
"I108754898",2016,2.15527504400749,"club1","n_publication"
"I108754898",2017,2.09906284511241,"club1","n_publication"
"I108754898",2018,2.00279121359098,"club1","n_publication"
"I108754898",2019,1.88083193758382,"club1","n_publication"
"I108754898",2020,1.81303081262895,"club1","n_publication"
"I108754898",2021,1.7537117893647,"club1","n_publication"
"I108754898",2022,1.68972010213826,"club1","n_publication"
"I108754898",2023,1.66401535117467,"club1","n_publication"
"I108754898",2024,1.63301000974686,"club1","n_publication"
"I108754898",2025,1.56479863432214,"club1","n_publication"
"I109121592",2006,0.420792744606545,"club1","n_publication"
"I109121592",2007,1.55658800232666,"club1","n_publication"
"I109121592",2008,1.32647089601881,"club1","n_publication"
"I109121592",2009,1.00841633697345,"club1","n_publication"
"I109121592",2010,1.07032777246312,"club1","n_publication"
"I109121592",2011,1.12669635694512,"club1","n_publication"
"I109121592",2012,1.39910313629794,"club1","n_publication"
"I109121592",2013,1.68984572772972,"club1","n_publication"
"I109121592",2014,1.73014295601415,"club1","n_publication"
"I109121592",2015,1.6232545776317,"club1","n_publication"
"I109121592",2016,1.48045464069298,"club1","n_publication"
"I109121592",2017,1.50726334344519,"club1","n_publication"
"I109121592",2018,1.28945039823899,"club1","n_publication"
"I109121592",2019,1.21447012527822,"club1","n_publication"
"I109121592",2020,1.17144743591685,"club1","n_publication"
"I109121592",2021,1.17505940346565,"club1","n_publication"
"I109121592",2022,1.18434298396867,"club1","n_publication"
"I109121592",2023,1.21298774499248,"club1","n_publication"
"I109121592",2024,1.16057152220292,"club1","n_publication"
"I109121592",2025,1.13835563296687,"club1","n_publication"
"I111908491",2006,0,"club1","n_publication"
"I111908491",2007,0,"club1","n_publication"
"I111908491",2008,0.76687215834682,"club1","n_publication"
"I111908491",2009,0.569326687786969,"club1","n_publication"
"I111908491",2010,0.337650818860421,"club1","n_publication"
"I111908491",2011,0.729744850907602,"club1","n_publication"
"I111908491",2012,0.456470704166549,"club1","n_publication"
"I111908491",2013,0.842570256133158,"club1","n_publication"
"I111908491",2014,0.699620481843311,"club1","n_publication"
"I111908491",2015,0.627540848197547,"club1","n_publication"
"I111908491",2016,0.830273908487449,"club1","n_publication"
"I111908491",2017,0.816277904403604,"club1","n_publication"
"I111908491",2018,0.490136550621906,"club1","n_publication"
"I111908491",2019,0.87937023726835,"club1","n_publication"
"I111908491",2020,0.913635420012836,"club1","n_publication"
"I111908491",2021,0.947575471310466,"club1","n_publication"
"I111908491",2022,0.96872205023053,"club1","n_publication"
"I111908491",2023,0.983273367828354,"club1","n_publication"
"I111908491",2024,1.03538481744818,"club1","n_publication"
"I111908491",2025,1.06009519220594,"club1","n_publication"
"I112713213",2006,2.57915782317055,"club1","n_publication"
