"inst_id","name","club","metric"
"I100116408","University of Port Harcourt","club1","n_publication"
"I100236772","St. Lawrence University","club1","n_publication"
"I100352790","Abia State University","club1","n_publication"
"I101993903","Namibia University of Science and Technology","club1","n_publication"
"I10627620","Kogi State University","club1","n_publication"
"I106980716","Adamawa State University","club1","n_publication"
"I107720978","Ain Shams University","club1","n_publication"
"I108714496","Tunis University","club1","n_publication"
"I108754898","Badji Mokhtar-Annaba University","club1","n_publication"
"I109121592","Zimbabwe Open University","club1","n_publication"
"I111908491","Women's University in Africa","club1","n_publication"
"I112713213","Université Gaston Berger","club1","n_publication"
"I113643904","Beni-Suef University","club1","n_publication"
"I114499477","University of Fort Hare","club1","n_publication"
"I114564095","University of Ouargla","club1","n_publication"
"I114794399","Suez Canal University","club1","n_publication"
"I116082035","Kenya Medical Training College","club1","n_publication"
"I116970179","University of Jijel","club1","n_publication"
"I117467261","Great Zimbabwe University","club1","n_publication"
"I117723502","University of N'Djamena","club1","n_publication"
"I118185606","Aga Khan University","club1","n_publication"
"I11892038","University of Nigeria","club1","n_publication"
"I119444248","Nkumba University","club1","n_publication"
"I119856527","Cadi Ayyad University","club1","n_publication"
"I12003341","National University of Science and Technology","club1","n_publication"
"I121645547","Chinhoyi University of Technology","club1","n_publication"
"I121708413","Chukwuemeka Odumegwu Ojukwu University","club1","n_publication"
"I123698207","Fountain University","club1","n_publication"
"I124391630","Arab Open University","club1","n_publication"
"I125485651","University Frères Mentouri Constantine 1","club1","n_publication"
"I12553626","University of Zululand","club1","n_publication"
"I126477371","Mohammed V University","club1","n_publication"
"I126541806","Lagos State University","club1","n_publication"
"I127206278","Akwa Ibom State University","club1","n_publication"
"I127336678","Ecole Mohammadia d'Ingénieurs","club1","n_publication"
"I12789410","Ahmadu Bello University","club1","n_publication"
"I1282700336","Debre Berhan University","club1","n_publication"
"I1283442259","Madda Walabu University","club1","n_publication"
"I12859529","University of Nairobi","club1","n_publication"
"I1288970718","Mohamed-Cherif Messaadia University","club1","n_publication"
"I129615261","Vaal University of Technology","club1","n_publication"
"I129628643","Université Joseph Ki-Zerbo","club1","n_publication"
"I130359222","Université Abdou Moumouni","club1","n_publication"
"I13144388","Ekiti State University","club1","n_publication"
"I131561025","Enugu State University of Science and Technology","club1","n_publication"
"I131736796","University of Health Sciences","club1","n_publication"
"I1317634868","Institute for Educational Planning and Administration","club1","n_publication"
"I1322597698","Academy of Arts","club1","n_publication"
"I1331070479","Université de Yaoundé I","club1","n_publication"
"I133388076","Gulu University","club1","n_publication"
"I133771110","University of Cape Coast","club1","n_publication"
"I134231150","University of Lubumbashi","club1","n_publication"
"I134542131","University of Ilorin","club1","n_publication"
"I1355163","Sinai University","club1","n_publication"
"I136632592","Bells University of Technology","club1","n_publication"
"I137407579","Université Oran 1 Ahmed Ben Bella","club1","n_publication"
"I137616099","Tshwane University of Technology","club1","n_publication"
"I137724175","University of Antananarivo","club1","n_publication"
"I138690464","University of Ghana","club1","n_publication"
"I139264467","National University","club1","n_publication"
"I140287389","Technical University of Kenya","club1","n_publication"
"I140534913","Ardhi University","club1","n_publication"
"I141930137","Mbarara University of Science and Technology","club1","n_publication"
"I142215875","Midrand Graduate Institute","club1","n_publication"
"I142899784","University of Sfax","club1","n_publication"
"I143936627","University of Bechar","club1","n_publication"
"I1443707","Jimma University","club1","n_publication"
"I144693123","University of Buea","club1","n_publication"
"I145354842","University of Medical Sciences and Technology","club1","n_publication"
"I145487455","Cairo University","club1","n_publication"
"I145876445","University of Education, Winneba","club1","n_publication"
"I146977602","Pharos University in Alexandria","club1","n_publication"
"I147168166","Moi University","club1","n_publication"
"I147765412","Niger Delta University","club1","n_publication"
"I148561064","African Institute for Mathematical Sciences","club1","n_publication"
"I149743910","University of Liberia","club1","n_publication"
"I149840157","Al-Arab Medical University","club1","n_publication"
"I150406212","University of Khartoum","club1","n_publication"
"I151654608","Madonna University","club1","n_publication"
"I152195623","Misurata University","club1","n_publication"
"I153265617","Sebha University","club1","n_publication"
"I153455119","University of Zimbabwe","club1","n_publication"
"I153487414","Haramaya University","club1","n_publication"
"I153975220","Kenyatta University","club1","n_publication"
"I154023281","British University in Egypt","club1","n_publication"
"I154632036","Misr University for Science and Technology","club1","n_publication"
"I154840374","Muhimbili University of Health and Allied Sciences","club1","n_publication"
"I154840374","Muhimbili University of Health and Allied Sciences","club1","n_publication"
"I154840374","University of Health and Allied Sciences","club1","n_publication"
"I154840374","University of Health and Allied Sciences","club1","n_publication"
"I157169809","University of Sciences and Technology Houari Boumediene","club1","n_publication"
"I157273133","University of Botswana","club1","n_publication"
"I157338126","Pedagogical University","club1","n_publication"
"I157591606","University of Malawi","club1","n_publication"
"I157614274","University of Cape Town","club1","n_publication"
"I15846685","Mzumbe University","club1","n_publication"
"I158878888","Nile Valley University","club1","n_publication"
"I158990150","St. Augustine University of Tanzania","club1","n_publication"
"I159247623","Mansoura University","club1","n_publication"
"I159253421","Cape Peninsula University of Technology","club1","n_publication"
"I160419504","Higher Technological Institute","club1","n_publication"
"I160825796","Mangosuthu University of Technology","club1","n_publication"
"I161372803","Strathmore University","club1","n_publication"
"I161374704","University of Jos","club1","n_publication"
"I162254961","National University of Lesotho","club1","n_publication"
"I162489102","University of Batna 1","club1","n_publication"
"I163423212","University of Douala","club1","n_publication"
"I16443873","Federal University of Technology Owerri","club1","n_publication"
"I165390105","Africa University","club1","n_publication"
"I165390105","Africa University","club1","n_publication"
"I165390105","Africa University","club1","n_publication"
"I165390105","Hope Africa University","club1","n_publication"
"I165390105","Hope Africa University","club1","n_publication"
"I165390105","Hope Africa University","club1","n_publication"
"I165390105","University of South Africa","club1","n_publication"
"I165390105","University of South Africa","club1","n_publication"
"I165390105","University of South Africa","club1","n_publication"
"I166928557","University of Monastir","club1","n_publication"
"I166934088","Imo State University","club1","n_publication"
"I16904388","Eduardo Mondlane University","club1","n_publication"
"I16969244","University of Eswatini","club1","n_publication"
"I169744251","Damanhour University","club1","n_publication"
"I169864488","Abubakar Tafawa Balewa University","club1","n_publication"
"I17024267","Université Nangui Abrogoua","club1","n_publication"
"I171217772","Benson Idahosa University","club1","n_publication"
"I172614708","Crescent University","club1","n_publication"
"I173434221","Harare Institute of Technology","club1","n_publication"
"I176150703","University of the Gambia","club1","n_publication"
"I177181097","Durban University of Technology","club1","n_publication"
"I177436651","Mahatma Gandhi University","club1","n_publication"
"I177651648","Bindura University of Science Education","club1","n_publication"
"I177657909","Université de Mostaganem","club1","n_publication"
"I178331978","Université de Dschang","club1","n_publication"
"I179097149","University of Carthage","club1","n_publication"
"I18020613","Mzuzu University","club1","n_publication"
"I18045400","Federal University of Agriculture","club1","n_publication"
"I180664298","Federal University of Technology","club1","n_publication"
"I181631907","University of Ibadan","club1","n_publication"
"I181933706","Alzaiem Alazhari University","club1","n_publication"
"I182078086","University of Dar es Salaam","club1","n_publication"
"I182377803","University of Sierra Leone","club1","n_publication"
"I184834183","Al-Azhar University","club1","n_publication"
"I185474147","Islamic University in Uganda","club1","n_publication"
"I186217134","Future University in Egypt","club1","n_publication"
"I186771145","Covenant University","club1","n_publication"
"I187152970","Benue State University","club1","n_publication"
"I187350138","Yaba College of Technology","club1","n_publication"
"I187560010","University of Béjaïa","club1","n_publication"
"I189575948","South Valley University","club1","n_publication"
"I192268740","University of Algiers Benyoucef Benkhedda","club1","n_publication"
"I192398990","Zagazig University","club1","n_publication"
"I192535658","Catholic University College of Ghana","club1","n_publication"
"I192619145","University of the Witwatersrand","club1","n_publication"
"I192929712","University of Juba","club1","n_publication"
"I193555791","Delta State University","club1","n_publication"
"I193649603","Hawassa University","club1","n_publication"
"I195608997","Dar es Salaam Institute of Technology","club1","n_publication"
"I195610458","Maseno University","club1","n_publication"
"I195729267","Njala University","club1","n_publication"
"I195931504","Egerton University","club1","n_publication"
"I197610006","University of Lagos","club1","n_publication"
"I199936661","Uganda Martyrs University","club1","n_publication"
"I200433483","Bowen University","club1","n_publication"
"I201292520","Bingham University","club1","n_publication"
"I203238179","Rhodes University","club1","n_publication"
"I206509152","Cape Coast Technical University","club1","n_publication"
"I206961696","University of Biskra","club1","n_publication"
"I207227095","Nnamdi Azikiwe University","club1","n_publication"
"I207547235","Benha University","club1","n_publication"
"I208899625","Université du Burundi","club1","n_publication"
"I20893674","Kassala University","club1","n_publication"
"I209195179","Presbyterian University of East Africa","club1","n_publication"
"I213072177","University of Maroua","club1","n_publication"
"I21376657","Tanta University","club1","n_publication"
"I215330179","Lupane State University","club1","n_publication"
"I216286881","Botswana International University of Science and Technology","club1","n_publication"
"I217085601","University of Namibia","club1","n_publication"
"I221899656","Karatina University","club1","n_publication"
"I22223346","Ahmed Draia University","club1","n_publication"
"I22265921","Central University","club1","n_publication"
"I224517680","Al-Neelain University","club1","n_publication"
"I224527630","University of Lusaka","club1","n_publication"
"I22607950","University of Eldoret","club1","n_publication"
"I230269253","Joseph Ayo Babalola University","club1","n_publication"
"I230965063","Uganda Management Institute","club1","n_publication"
"I233754661","Novena University","club1","n_publication"
"I23906160","University of Tripoli","club1","n_publication"
"I240042149","Abdelmalek Essaâdi University","club1","n_publication"
"I24027795","University of Johannesburg","club1","n_publication"
"I246527472","University of Hargeisa","club1","n_publication"
"I24715933","University of Reunion Island","club1","n_publication"
"I24835296","Accra Technical University","club1","n_publication"
"I250207469","Mount Kenya University","club1","n_publication"
"I250481426","University of Cape Verde","club1","n_publication"
"I251854046","Catholic University of Cameroon","club1","n_publication"
"I25613804","St Augustine College of South Africa","club1","n_publication"
"I26092322","Stellenbosch University","club1","n_publication"
"I263341422","Heritage Christian University","club1","n_publication"
"I263567798","South Eastern Kenya University","club1","n_publication"
"I263774594","University of Bamenda","club1","n_publication"
"I263913023","International University of Africa","club1","n_publication"
"I265584191","Redeemer's University","club1","n_publication"
"I267325792","Mizan Tepi University","club1","n_publication"
"I26805570","Jomo Kenyatta University of Agriculture and Technology","club1","n_publication"
"I26999989","University of the Free State","club1","n_publication"
"I27031042","University of Mines and Technology","club1","n_publication"
"I273065767","Catholic University of Health and Allied Sciences","club1","n_publication"
"I27367753","El Shorouk Academy","club1","n_publication"
"I2752562790","Kampala International University","club1","n_publication"
"I2752562790","Kampala International University","club1","n_publication"
"I2752562790","Kampala University","club1","n_publication"
"I2752562790","Kampala University","club1","n_publication"
"I27765905","North-West University","club1","n_publication"
"I279418767","Université des Montagnes","club1","n_publication"
"I279922783","Pwani University","club1","n_publication"
"I2799409690","Nahda University","club1","n_publication"
"I2799418772","Cavendish University Zambia","club1","n_publication"
"I2799500531","Lagos State University of Science and Technology","club1","n_publication"
"I2799534737","Wellspring University","club1","n_publication"
"I2799770396","Paul University Awka","club1","n_publication"
"I2799775433","Federal University Otuoke","club1","n_publication"
"I2799828974","Nurses' Training College, Ho","club1","n_publication"
"I2799835767","Adeleke University","club1","n_publication"
"I2799873615","African Institute of Science and Technology","club1","n_publication"
"I2799887408","Adventist University of Africa","club1","n_publication"
"I2799941459","Federal College of Fisheries and Marine Technology","club1","n_publication"
"I2799983529","Colleges of Medicine of South Africa","club1","n_publication"
"I2800079435","Pentecost University College","club1","n_publication"
"I2800190170","Federal University Lokoja","club1","n_publication"
"I2800437794","Federal University Lafia","club1","n_publication"
"I2800483928","Africa International University","club1","n_publication"
"I2800493640","All Nations University","club1","n_publication"
"I2800581689","Botswana Accountancy College","club1","n_publication"
"I2800664390","Academy of Engineering Sciences","club1","n_publication"
"I2800679637","Inter-University Council for East Africa","club1","n_publication"
"I2800746572","El Asher University","club1","n_publication"
"I2800887215","Tunisia Polytechnic School","club1","n_publication"
"I2801005815","Egyptian e-Learning University","club1","n_publication"
"I2801034501","Nahda College","club1","n_publication"
"I2801170945","University College of Agriculture and Environmental Studies","club1","n_publication"
"I2801272733","Radford University College","club1","n_publication"
"I2801301251","Somali National University","club1","n_publication"
"I2801387305","Baptist Theological College of Southern Africa","club1","n_publication"
"I2801433745","Helderberg College","club1","n_publication"
"I2801516365","Kumasi Technical University","club1","n_publication"
"I2801517398","Islamic University College","club1","n_publication"
"I2801604535","St. Augustine International University","club1","n_publication"
"I2801704801","Rift Valley University","club1","n_publication"
"I2801867916","Ethiopian Police University College","club1","n_publication"
"I2801972722","African Virtual University","club1","n_publication"
"I2802029997","Delta State Polytechnic Ogwashi-Uku","club1","n_publication"
"I2802043524","University of Somalia","club1","n_publication"
"I2802111147","University of Mbuji Mayi","club1","n_publication"
"I2802194555","University of Bahr El-Ghazal","club1","n_publication"
"I2802211179","Mountcrest University College","club1","n_publication"
"I2802394218","University of Applied Management","club1","n_publication"
"I2802427971","Christian Service University College","club1","n_publication"
"I2802457231","New Generation University College","club1","n_publication"
"I2802493600","Polytechnic School of Algiers","club1","n_publication"
"I2802797706","Institute of Development Management","club1","n_publication"
"I2802827535","South African Theological Seminary","club1","n_publication"
"I2802891092","Machakos University","club1","n_publication"
"I2803027104","African University College of Communications","club1","n_publication"
"I2803198","Ho Technical University","club1","n_publication"
"I28046988","Kwame Nkrumah University","club1","n_publication"
"I28046988","Kwame Nkrumah University","club1","n_publication"
"I28046988","Kwame Nkrumah University of Science and Technology","club1","n_publication"
"I28046988","Kwame Nkrumah University of Science and Technology","club1","n_publication"
"I280533721","Caleb University","club1","n_publication"
"I28285804","The University of Dodoma","club1","n_publication"
"I284050080","St. John's University of Tanzania","club1","n_publication"
"I28653996","Adekunle Ajasin University","club1","n_publication"
"I287756978","Busitema University","club1","n_publication"
"I2890612012","University of Garden City","club1","n_publication"
"I2891818910","Evangelical Presbyterian University College","club1","n_publication"
"I291863076","University of Energy and Natural Resources","club1","n_publication"
"I29607241","École Normale Supérieure","club1","n_publication"
"I29787537","Afe Babalola University","club1","n_publication"
"I299595467","University of Kabianga","club1","n_publication"
"I2996127693","Lyceum College","club1","n_publication"
"I299799659","Omar Al-Mukhtar University","club1","n_publication"
"I301615471","Wollega University","club1","n_publication"
"I304664074","Landmark University","club1","n_publication"
"I307268238","Kaduna State University","club1","n_publication"
"I308622825","Omdurman Ahlia University","club1","n_publication"
"I30887324","Babcock University","club1","n_publication"
"I309707301","Botho University","club1","n_publication"
"I3121272148","University of Boumerdes","club1","n_publication"
"I3121676899","Université Ibn-Tofail","club1","n_publication"
"I3124969661","Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf","club1","n_publication"
"I3129199519","University of Bagamoyo","club1","n_publication"
"I3129211915","AlMughtaribeen University","club1","n_publication"
"I3129221262","University of Bakhtalruda","club1","n_publication"
"I3129228679","Tanzania Commission for Universities","club1","n_publication"
"I3129257098","University of Kisubi","club1","n_publication"
"I3129284699","Benadir University","club1","n_publication"
"I3129295481","Tunisia Private University","club1","n_publication"
"I3129351386","Sule Lamido University Kafin Hausa","club1","n_publication"
"I3129370870","Bayan University","club1","n_publication"
"I3129379329","Sokoto State University","club1","n_publication"
"I3129390127","University of Bouira","club1","n_publication"
"I3129425364","Western Delta University","club1","n_publication"
"I3129459759","Accra Institute of Technology","club1","n_publication"
"I3129462672","Regent Business School","club1","n_publication"
"I3129475430","Kiriri Women's University of Science and Technology","club1","n_publication"
"I3129482412","Kabale University","club1","n_publication"
"I3129551310","College of African Wildlife Management","club1","n_publication"
"I3129563930","Eckernforde Tanga University","club1","n_publication"
"I3129570296","Omar Bongo University","club1","n_publication"
"I3129592236","Amoud University","club1","n_publication"
"I3129602810","National School of Business and Management in Settat","club1","n_publication"
"I3129613971","Kwara State Polytechnic","club1","n_publication"
"I3129681422","Al-Ahram Center for Political and Strategic Studies","club1","n_publication"
"I3129738088","Muteesa I Royal University","club1","n_publication"
"I3129744201","University of Kindu","club1","n_publication"
"I3129754710","Alexandria Higher Institute of Engineering and Technology","club1","n_publication"
"I3129793404","Solusi University","club1","n_publication"
"I3129810703","Gollis University","club1","n_publication"
"I3129828962","National Postgraduate Medical College of Nigeria","club1","n_publication"
"I3129864162","Lúrio University","club1","n_publication"
"I3129924371","Management College of Southern Africa","club1","n_publication"
"I3129970296","University of Mkar","club1","n_publication"
"I3130046622","Yobe State University","club1","n_publication"
"I3130103452","Eastern and Southern African Management Institute","club1","n_publication"
"I3130112746","Glorious Vision University","club1","n_publication"
"I3130154354","Damelin","club1","n_publication"
"I3130155654","Achievers University","club1","n_publication"
"I3130228804","Heliopolis University","club1","n_publication"
"I3130258093","American International School in Egypt","club1","n_publication"
"I3130259207","University College of Management Studies","club1","n_publication"
"I3130315128","University of Toamasina","club1","n_publication"
"I3130371724","Rusangu University","club1","n_publication"
"I3130391927","Northrise University","club1","n_publication"
"I3130444996","Zenith University College","club1","n_publication"
"I3130452249","Kofi Annan International Peacekeeping Training Centre","club1","n_publication"
"I3130477979","Zanzibar University","club1","n_publication"
"I3130478569","Julius Nyerere University of Kankan","club1","n_publication"
"I3130487124","Zambia Forestry College","club1","n_publication"
"I3130586695","Scott Christian University","club1","n_publication"
"I3130591674","Milpark Education","club1","n_publication"
"I3130618196","Obong University","club1","n_publication"
"I3130706911","Gretsa University","club1","n_publication"
"I3130709561","Hassan Usman Katsina Polytechnic","club1","n_publication"
"I3130741188","Muslim University of Morogoro","club1","n_publication"
"I3130743347","Zetech University","club1","n_publication"
"I3130760591","National Ribat University","club1","n_publication"
"I3130796309","Cavendish University Uganda","club1","n_publication"
"I3130811397","Inoorero University","club1","n_publication"
"I3130817511","Umma University","club1","n_publication"
"I3130826315","Laikipia University","club1","n_publication"
"I3130857668","University of Zalingei","club1","n_publication"
"I3130915990","Al Zawiya University","club1","n_publication"
"I3130965160","University of Arusha","club1","n_publication"
"I3131031036","Mediterranean School of Business","club1","n_publication"
"I3131062393","Kwararafa University","club1","n_publication"
"I3131076172","Crawford University","club1","n_publication"
"I3131077051","University of Dongola","club1","n_publication"
"I3131082147","Ez-Zitouna University","club1","n_publication"
"I3131121749","Kabarak University","club1","n_publication"
"I3131204436","Meru University of Science and Technology","club1","n_publication"
"I3131228027","Maasai Mara University","club1","n_publication"
"I3131279189","Bishop Stuart University","club1","n_publication"
"I3131280167","McPherson University","club1","n_publication"
"I3131411328","Kirinyaga University","club1","n_publication"
"I3131422684","Godfrey Okoye University","club1","n_publication"
"I3131611021","University of the Holy Quran and Islamic Sciences","club1","n_publication"
"I3131644003","ISBAT University","club1","n_publication"
"I3131829890","Caritas University","club1","n_publication"
"I3131845690","University of Cross River State","club1","n_publication"
"I3131880829","Dire Dawa University","club1","n_publication"
"I3131883934","Agostinho Neto University","club1","n_publication"
"I3131884745","KCA University","club1","n_publication"
"I3131906498","Tansian University","club1","n_publication"
"I3131918342","Nazi Boni University","club1","n_publication"
"I3131949601","Renaissance University","club1","n_publication"
"I3131952115","Kaduna Polytechnic","club1","n_publication"
"I3131965639","Senghor University","club1","n_publication"
"I3131979588","Al-Hikmah University","club1","n_publication"
"I3132105718","Adventist University of Central Africa","club1","n_publication"
"I3132131080","Ndejje University","club1","n_publication"
"I3132158071","University of Science and Technology of Benin","club1","n_publication"
"I3132180716","Larbi Ben M'hidi University of Oum El Bouaghi","club1","n_publication"
"I3132211733","Malawi Adventist University","club1","n_publication"
"I3132245663","Plateau State University","club1","n_publication"
"I3132291312","University of Toliara","club1","n_publication"
"I3132347332","Uganda Technology and Management University","club1","n_publication"
"I3132429795","Adigrat University","club1","n_publication"
"I3132438211","Regional Maritime University","club1","n_publication"
"I3132446703","Mount Meru University","club1","n_publication"
"I3132458453","Bugema University","club1","n_publication"
"I3132465432","University of Makeni","club1","n_publication"
"I3132506069","University of Embu","club1","n_publication"
"I3132519419","Ghana Institute of Languages","club1","n_publication"
"I3132520537","African Rural University","club1","n_publication"
"I3132574604","Sinnar University","club1","n_publication"
"I3132692309","Alasmarya Islamic University","club1","n_publication"
"I3132732495","Gwanda State University","club1","n_publication"
"I3132763504","Cuttington University","club1","n_publication"
"I3132818693","Baze University","club1","n_publication"
"I3132822907","St. Christopher Iba Mar Diop College of Medicine","club1","n_publication"
"I3132836742","Nugaal University","club1","n_publication"
"I3132941426","Mandela Institute for Development Studies","club1","n_publication"
"I3132944300","Chuka University","club1","n_publication"
"I3132975919","International Medical and Technological University","club1","n_publication"
"I3132976927","Mulungushi University","club1","n_publication"
"I3132997995","Ghana Baptist University College","club1","n_publication"
"I3133036570","Lusaka Apex Medical University","club1","n_publication"
"I3133096102","Regenesys Business School","club1","n_publication"
"I3133097027","Higher National Veterinary School","club1","n_publication"
"I3133101575","Taraba State University","club1","n_publication"
"I3133127056","Rhema University","club1","n_publication"
"I3133129679","Pan Africa Christian University","club1","n_publication"
"I3133159679","Murang'a University of Technology","club1","n_publication"
"I3133169337","Valley View University","club1","n_publication"
"I3133274995","Puntland State University","club1","n_publication"
"I3133298332","Oduduwa University","club1","n_publication"
"I3133312331","Teofilo Kisanji University","club1","n_publication"
"I3133329336","Al Fashir University","club1","n_publication"
"I3133343259","UniMAC-GIJ","club1","n_publication"
"I3133343326","Ziguinchor University","club1","n_publication"
"I3141888691","University of al-Qarawiyyin","club1","n_publication"
"I31439502","University of Benghazi","club1","n_publication"
"I315205436","Jaramogi Oginga Odinga University of Science and Technology","club1","n_publication"
"I31571312","École Nationale d'Administration","club1","n_publication"
"I31959934","Nasarawa State University","club1","n_publication"
"I319786031","Catholic University of Mozambique","club1","n_publication"
"I32284924","Copperbelt University","club1","n_publication"
"I32619867","Egypt-Japan University of Science and Technology","club1","n_publication"
"I327098606","Methodist University College Ghana","club1","n_publication"
"I327500432","Umaru Musa Yar'adua University","club1","n_publication"
"I327535454","Multimedia University of Kenya","club1","n_publication"
"I33278361","University of Zambia","club1","n_publication"
"I33777917","Mountains of the Moon University","club1","n_publication"
"I33783412","Nigerian Defence Academy","club1","n_publication"
"I344018163","Dedan Kimathi University of Technology","club1","n_publication"
"I34942010","University of Kinshasa","club1","n_publication"
"I35496013","IIE MSA","club1","n_publication"
"I35601441","Osun State University","club1","n_publication"
"I35845393","University of Gafsa","club1","n_publication"
"I36770943","Kenya Methodist University","club1","n_publication"
"I37322517","Omdurman Islamic University","club1","n_publication"
"I37490319","Ajayi Crowther University","club1","n_publication"
"I37797678","University of Uyo","club1","n_publication"
"I38365063","Tumaini University","club1","n_publication"
"I3970730","University of Calabar","club1","n_publication"
"I40193446","University Ferhat Abbas of Setif","club1","n_publication"
"I41343362","University of Bamako","club1","n_publication"
"I41545563","Presbyterian University, Ghana","club1","n_publication"
"I41910991","National Universities Commission","club1","n_publication"
"I4210085862","Regional Centre for Training in Aerospace Surveys","club1","n_publication"
"I4210085988","Wolkite University","club1","n_publication"
"I4210086032","Institut Supérieur des Études Technologiques de Gafsa","club1","n_publication"
"I4210086394","Zambian Open University","club1","n_publication"
"I4210086517","FCT College of Education","club1","n_publication"
"I4210086733","Christian Bilingual University of Congo","club1","n_publication"
"I4210086877","University of Kara","club1","n_publication"
"I4210086990","Ziane Achour University of Djelfa","club1","n_publication"
"I4210087030","Institut Panafricain pour le Développement Afrique Centrale","club1","n_publication"
"I4210087041","Université Protestante d'Afrique de l'Ouest","club1","n_publication"
"I4210087104","École Supérieure des Multimédia, Informatique & Réseaux","club1","n_publication"
"I4210087116","Institut Supérieur de la Communication, des Affaires et du Management","club1","n_publication"
"I4210087472","Bamenda University of Science and Technology","club1","n_publication"
"I4210087544","École Normale Supérieure Casablanca","club1","n_publication"
"I4210087577","Burao University","club1","n_publication"
"I4210087798","Copperstone University","club1","n_publication"
"I4210087931","Institute for Security Studies","club1","n_publication"
"I4210088351","Ethiopian Civil Service University","club1","n_publication"
"I4210088584","Université de Cepromad","club1","n_publication"
"I4210088616","University of Science and Technology Omdurman","club1","n_publication"
"I4210088655","Instituto Superior de Ciências Económicas e Empresariais","club1","n_publication"
"I4210088687","Université Ibn Zohr","club1","n_publication"
"I4210088819","Kebbi State University of Science and Technology","club1","n_publication"
"I4210089085","Hypatia of Alexandria Institute for Reflexion and Studies","club1","n_publication"
"I4210089181","Gaborone University College Of Law and Professional Studies","club1","n_publication"
"I4210089248","Institut Universitaire d'Abidjan","club1","n_publication"
"I4210089325","Modern University for Information and Technology","club1","n_publication"
"I4210089495","Université Ouaga II","club1","n_publication"
"I4210089506","Institute of Accountancy Arusha","club1","n_publication"
"I4210089933","St. Paul's University","club1","n_publication"
"I4210090078","The Future University","club1","n_publication"
"I4210090507","AlAlamein International University","club1","n_publication"
"I4210090762","Sudan Childhood Diabetes Association","club1","n_publication"
"I4210090812","Institut Polytechnique Rural de Formation et de Recherche Appliquée","club1","n_publication"
"I4210091052","Media Council of Kenya","club1","n_publication"
"I4210091172","National Higher School of Statistics and Applied Economy","club1","n_publication"
"I4210091427","Ankole Western University","club1","n_publication"
"I4210091441","Zanzibar School of Health","club1","n_publication"
"I4210091557","Hautes Études Chrétiennes de Management et de Mathématiques Appliquées","club1","n_publication"
"I4210092144","Mountain Top University","club1","n_publication"
"I4210092288","Higher Institute of Advanced Studies","club1","n_publication"
"I4210092341","Instituto Superior de Comunicação e Imagem de Moçambique","club1","n_publication"
"I4210092501","Gamal Abdel Nasser University of Conakry","club1","n_publication"
"I4210092569","Dominion University College","club1","n_publication"
"I4210092763","Université Tertiaire et Technologique-Lokko","club1","n_publication"
"I4210092972","Sedibeng TVET College","club1","n_publication"
"I4210092979","Poma International Business University","club1","n_publication"
"I4210093537","Université de Mahajanga","club1","n_publication"
"I4210093720","National School of Architecture","club1","n_publication"
"I4210093741","Private University of Angola","club1","n_publication"
"I4210093986","Institut Pasteur de Bangui","club1","n_publication"
"I4210094049","Sudan International University","club1","n_publication"
"I4210094054","University of Lay Adventists of Kigali","club1","n_publication"
"I4210094475","Institut Supérieur de Formation en Technologie Alimentaire","club1","n_publication"
"I4210095136","Escola Superior de Jornalismo","club1","n_publication"
"I4210095206","Université Privée du Sud","club1","n_publication"
"I4210095290","Université Larbi Tébessi","club1","n_publication"
"I4210095319","Mfantsiman Girls Secondary School","club1","n_publication"
"I4210095403","Institut Supérieur des Études Technologiques de Nabeul","club1","n_publication"
"I4210095535","Université Internationale de Casablanca","club1","n_publication"
"I4210095543","Institut Supérieur de Développement Rural","club1","n_publication"
"I4210095568","Federal Polytechnic Oko","club1","n_publication"
"I4210096134","Universidade Politecnica","club1","n_publication"
"I4210096293","Gweru Polytechnic Institute","club1","n_publication"
"I4210096386","Bridge University","club1","n_publication"
"I4210096460","University of Tamanghasset","club1","n_publication"
"I4210096875","Institut Facultaire des Sciences de l'Information et de la Communication","club1","n_publication"
"I4210096933","Université Catholique du Graben","club1","n_publication"
"I4210097056","Horseed International University","club1","n_publication"
"I4210097089","Wad Medani Ahlia University","club1","n_publication"
"I4210097318","Centre Universitaire de Labé","club1","n_publication"
"I4210097372","National School of Computer Science","club1","n_publication"
"I4210097403","Federal College of Education, Kano","club1","n_publication"
"I4210097536","University of Guelma","club1","n_publication"
"I4210097695","Cranefield College","club1","n_publication"
"I4210098288","Institut Supérieur d'Études Maritimes","club1","n_publication"
"I4210098482","Somaliland University of Technology","club1","n_publication"
"I4210098501","Agitel-Formation","club1","n_publication"
"I4210098919","Universidade Jean Piaget de Moçambique","club1","n_publication"
"I4210099197","Institut Supérieur Pédagogique de Bukavu","club1","n_publication"
"I4210099332","Université des Lettres et des Sciences Humaines de Bamako","club1","n_publication"
"I4210099431","Maitama Sule University Kano","club1","n_publication"
"I4210099641","Higher Institute of Food Industries of Tunis","club1","n_publication"
"I4210099667","Instituto Superior Monitor","club1","n_publication"
"I4210099802","Virtual University of Tunis","club1","n_publication"
"I4210099821","International University of Management","club1","n_publication"
"I4210100085","Jean Piaget University of Angola","club1","n_publication"
"I4210100160","University of Kikwit","club1","n_publication"
"I4210100249","Espam Formation University","club1","n_publication"
"I4210100308","Military Technical College","club1","n_publication"
"I4210100330","Institut Supérieur International du Tourisme de Tanger","club1","n_publication"
"I4210100376","Université Protestante au Congo","club1","n_publication"
