inst_id,year,n_works,n_international_any,international_share_any,n_inter_african,inter_african_share,n_extra_african,extra_african_share
I882248123,2022,0,0,NA,0,NA,0,NA
I882248123,2023,0,0,NA,0,NA,0,NA
I882248123,2024,0,0,NA,0,NA,0,NA
I882248123,2025,0,0,NA,0,NA,0,NA
I4405264709,2006,0,0,NA,0,NA,0,NA
I4405264709,2007,0,0,NA,0,NA,0,NA
I4405264709,2008,0,0,NA,0,NA,0,NA
I4405264709,2009,0,0,NA,0,NA,0,NA
I4405264709,2010,0,0,NA,0,NA,0,NA
I4405264709,2011,0,0,NA,0,NA,0,NA
I4405264709,2012,0,0,NA,0,NA,0,NA
I4405264709,2013,0,0,NA,0,NA,0,NA
I4405264709,2014,0,0,NA,0,NA,0,NA
I4405264709,2015,0,0,NA,0,NA,0,NA
I4405264709,2016,0,0,NA,0,NA,0,NA
I4405264709,2017,0,0,NA,0,NA,0,NA
I4405264709,2018,0,0,NA,0,NA,0,NA
I4405264709,2019,0,0,NA,0,NA,0,NA
I4405264709,2020,0,0,NA,0,NA,0,NA
I4405264709,2021,0,0,NA,0,NA,0,NA
I4405264709,2022,0,0,NA,0,NA,0,NA
I4405264709,2023,0,0,NA,0,NA,0,NA
I4405264709,2024,0,0,NA,0,NA,0,NA
I4405264709,2025,0,0,NA,0,NA,0,NA
I4210102760,2006,0,0,NA,0,NA,0,NA
I4210102760,2007,0,0,NA,0,NA,0,NA
I4210102760,2008,0,0,NA,0,NA,0,NA
I4210102760,2009,0,0,NA,0,NA,0,NA
I4210102760,2010,0,0,NA,0,NA,0,NA
I4210102760,2011,0,0,NA,0,NA,0,NA
I4210102760,2012,0,0,NA,0,NA,0,NA
I4210102760,2013,0,0,NA,0,NA,0,NA
I4210102760,2014,0,0,NA,0,NA,0,NA
I4210102760,2015,0,0,NA,0,NA,0,NA
I4210102760,2016,0,0,NA,0,NA,0,NA
I4210102760,2017,0,0,NA,0,NA,0,NA
I4210102760,2018,0,0,NA,0,NA,0,NA
I4210102760,2019,0,0,NA,0,NA,0,NA
I4210102760,2020,0,0,NA,0,NA,0,NA
I4210102760,2021,0,0,NA,0,NA,0,NA
I4210102760,2022,0,0,NA,0,NA,0,NA
I4210102760,2023,0,0,NA,0,NA,0,NA
I4210102760,2024,0,0,NA,0,NA,0,NA
I4210102760,2025,0,0,NA,0,NA,0,NA
I4210136909,2006,0,0,NA,0,NA,0,NA
I4210136909,2007,0,0,NA,0,NA,0,NA
I4210136909,2008,0,0,NA,0,NA,0,NA
I4210136909,2009,0,0,NA,0,NA,0,NA
I4210136909,2010,0,0,NA,0,NA,0,NA
I4210136909,2011,0,0,NA,0,NA,0,NA
I4210136909,2012,0,0,NA,0,NA,0,NA
I4210136909,2013,0,0,NA,0,NA,0,NA
I4210136909,2014,0,0,NA,0,NA,0,NA
I4210136909,2015,0,0,NA,0,NA,0,NA
I4210136909,2016,0,0,NA,0,NA,0,NA
I4210136909,2017,0,0,NA,0,NA,0,NA
I4210136909,2018,0,0,NA,0,NA,0,NA
I4210136909,2019,0,0,NA,0,NA,0,NA
I4210136909,2020,0,0,NA,0,NA,0,NA
I4210136909,2021,0,0,NA,0,NA,0,NA
I4210136909,2022,0,0,NA,0,NA,0,NA
I4210136909,2023,0,0,NA,0,NA,0,NA
I4210136909,2024,0,0,NA,0,NA,0,NA
I4210136909,2025,0,0,NA,0,NA,0,NA
I3131880829,2006,0,0,NA,0,NA,0,NA
I3131880829,2007,0,0,NA,0,NA,0,NA
I3131880829,2008,0,0,NA,0,NA,0,NA
I3131880829,2009,0,0,NA,0,NA,0,NA
I3131880829,2010,0,0,NA,0,NA,0,NA
I3131880829,2011,0,0,NA,0,NA,0,NA
I3131880829,2012,0,0,NA,0,NA,0,NA
I3131880829,2013,0,0,NA,0,NA,0,NA
I3131880829,2014,0,0,NA,0,NA,0,NA
I3131880829,2015,0,0,NA,0,NA,0,NA
I3131880829,2016,0,0,NA,0,NA,0,NA
I3131880829,2017,0,0,NA,0,NA,0,NA
I3131880829,2018,0,0,NA,0,NA,0,NA
I3131880829,2019,0,0,NA,0,NA,0,NA
I3131880829,2020,0,0,NA,0,NA,0,NA
I3131880829,2021,0,0,NA,0,NA,0,NA
I3131880829,2022,0,0,NA,0,NA,0,NA
I3131880829,2023,0,0,NA,0,NA,0,NA
I3131880829,2024,0,0,NA,0,NA,0,NA
I3131880829,2025,0,0,NA,0,NA,0,NA
I4405258287,2006,0,0,NA,0,NA,0,NA
I4405258287,2007,0,0,NA,0,NA,0,NA
I4405258287,2008,0,0,NA,0,NA,0,NA
I4405258287,2009,0,0,NA,0,NA,0,NA
I4405258287,2010,0,0,NA,0,NA,0,NA
I4405258287,2011,0,0,NA,0,NA,0,NA
I4405258287,2012,0,0,NA,0,NA,0,NA
I4405258287,2013,0,0,NA,0,NA,0,NA
I4405258287,2014,0,0,NA,0,NA,0,NA
I4405258287,2015,0,0,NA,0,NA,0,NA
I4405258287,2016,0,0,NA,0,NA,0,NA
I4405258287,2017,0,0,NA,0,NA,0,NA
I4405258287,2018,0,0,NA,0,NA,0,NA
I4405258287,2019,0,0,NA,0,NA,0,NA
I4405258287,2020,0,0,NA,0,NA,0,NA
I4405258287,2021,0,0,NA,0,NA,0,NA
I4405258287,2022,0,0,NA,0,NA,0,NA
I4405258287,2023,0,0,NA,0,NA,0,NA
I4405258287,2024,0,0,NA,0,NA,0,NA
I4405258287,2025,0,0,NA,0,NA,0,NA
I4210092569,2006,0,0,NA,0,NA,0,NA
I4210092569,2007,0,0,NA,0,NA,0,NA
I4210092569,2008,0,0,NA,0,NA,0,NA
I4210092569,2009,0,0,NA,0,NA,0,NA
I4210092569,2010,0,0,NA,0,NA,0,NA
I4210092569,2011,0,0,NA,0,NA,0,NA
I4210092569,2012,0,0,NA,0,NA,0,NA
I4210092569,2013,0,0,NA,0,NA,0,NA
I4210092569,2014,0,0,NA,0,NA,0,NA
I4210092569,2015,0,0,NA,0,NA,0,NA
I4210092569,2016,0,0,NA,0,NA,0,NA
I4210092569,2017,0,0,NA,0,NA,0,NA
I4210092569,2018,0,0,NA,0,NA,0,NA
I4210092569,2019,0,0,NA,0,NA,0,NA
I4210092569,2020,0,0,NA,0,NA,0,NA
I4210092569,2021,0,0,NA,0,NA,0,NA
I4210092569,2022,0,0,NA,0,NA,0,NA
I4210092569,2023,0,0,NA,0,NA,0,NA
I4210092569,2024,0,0,NA,0,NA,0,NA
I4210092569,2025,0,0,NA,0,NA,0,NA
I4405260474,2006,0,0,NA,0,NA,0,NA
I4405260474,2007,0,0,NA,0,NA,0,NA
I4405260474,2008,0,0,NA,0,NA,0,NA
I4405260474,2009,0,0,NA,0,NA,0,NA
I4405260474,2010,0,0,NA,0,NA,0,NA
I4405260474,2011,0,0,NA,0,NA,0,NA
I4405260474,2012,0,0,NA,0,NA,0,NA
I4405260474,2013,0,0,NA,0,NA,0,NA
I4405260474,2014,0,0,NA,0,NA,0,NA
I4405260474,2015,0,0,NA,0,NA,0,NA
I4405260474,2016,0,0,NA,0,NA,0,NA
I4405260474,2017,0,0,NA,0,NA,0,NA
I4405260474,2018,0,0,NA,0,NA,0,NA
I4405260474,2019,0,0,NA,0,NA,0,NA
I4405260474,2020,0,0,NA,0,NA,0,NA
I4405260474,2021,0,0,NA,0,NA,0,NA
I4405260474,2022,0,0,NA,0,NA,0,NA
I4405260474,2023,0,0,NA,0,NA,0,NA
I4405260474,2024,0,0,NA,0,NA,0,NA
I4405260474,2025,0,0,NA,0,NA,0,NA
I4399657967,2006,0,0,NA,0,NA,0,NA
I4399657967,2007,0,0,NA,0,NA,0,NA
I4399657967,2008,0,0,NA,0,NA,0,NA
I4399657967,2009,0,0,NA,0,NA,0,NA
I4399657967,2010,0,0,NA,0,NA,0,NA
I4399657967,2011,0,0,NA,0,NA,0,NA
I4399657967,2012,0,0,NA,0,NA,0,NA
I4399657967,2013,0,0,NA,0,NA,0,NA
I4399657967,2014,0,0,NA,0,NA,0,NA
I4399657967,2015,0,0,NA,0,NA,0,NA
I4399657967,2016,0,0,NA,0,NA,0,NA
I4399657967,2017,0,0,NA,0,NA,0,NA
I4399657967,2018,0,0,NA,0,NA,0,NA
I4399657967,2019,0,0,NA,0,NA,0,NA
I4399657967,2020,0,0,NA,0,NA,0,NA
I4399657967,2021,0,0,NA,0,NA,0,NA
I4399657967,2022,0,0,NA,0,NA,0,NA
I4399657967,2023,0,0,NA,0,NA,0,NA
I4399657967,2024,0,0,NA,0,NA,0,NA
I4399657967,2025,0,0,NA,0,NA,0,NA
I177181097,2006,0,0,NA,0,NA,0,NA
I177181097,2007,0,0,NA,0,NA,0,NA
I177181097,2008,0,0,NA,0,NA,0,NA
I177181097,2009,0,0,NA,0,NA,0,NA
I177181097,2010,0,0,NA,0,NA,0,NA
I177181097,2011,0,0,NA,0,NA,0,NA
I177181097,2012,0,0,NA,0,NA,0,NA
I177181097,2013,0,0,NA,0,NA,0,NA
I177181097,2014,0,0,NA,0,NA,0,NA
I177181097,2015,0,0,NA,0,NA,0,NA
I177181097,2016,0,0,NA,0,NA,0,NA
I177181097,2017,0,0,NA,0,NA,0,NA
I177181097,2018,0,0,NA,0,NA,0,NA
I177181097,2019,0,0,NA,0,NA,0,NA
I177181097,2020,0,0,NA,0,NA,0,NA
I177181097,2021,0,0,NA,0,NA,0,NA
I177181097,2022,0,0,NA,0,NA,0,NA
I177181097,2023,0,0,NA,0,NA,0,NA
I177181097,2024,0,0,NA,0,NA,0,NA
I177181097,2025,0,0,NA,0,NA,0,NA
I4405254846,2006,0,0,NA,0,NA,0,NA
I4405254846,2007,0,0,NA,0,NA,0,NA
I4405254846,2008,0,0,NA,0,NA,0,NA
I4405254846,2009,0,0,NA,0,NA,0,NA
I4405254846,2010,0,0,NA,0,NA,0,NA
I4405254846,2011,0,0,NA,0,NA,0,NA
I4405254846,2012,0,0,NA,0,NA,0,NA
I4405254846,2013,0,0,NA,0,NA,0,NA
I4405254846,2014,0,0,NA,0,NA,0,NA
I4405254846,2015,0,0,NA,0,NA,0,NA
I4405254846,2016,0,0,NA,0,NA,0,NA
I4405254846,2017,0,0,NA,0,NA,0,NA
I4405254846,2018,0,0,NA,0,NA,0,NA
I4405254846,2019,0,0,NA,0,NA,0,NA
I4405254846,2020,0,0,NA,0,NA,0,NA
I4405254846,2021,0,0,NA,0,NA,0,NA
I4405254846,2022,0,0,NA,0,NA,0,NA
I4405254846,2023,0,0,NA,0,NA,0,NA
I4405254846,2024,0,0,NA,0,NA,0,NA
I4405254846,2025,0,0,NA,0,NA,0,NA
I4210161322,2006,0,0,NA,0,NA,0,NA
I4210161322,2007,0,0,NA,0,NA,0,NA
I4210161322,2008,0,0,NA,0,NA,0,NA
I4210161322,2009,0,0,NA,0,NA,0,NA
I4210161322,2010,0,0,NA,0,NA,0,NA
I4210161322,2011,0,0,NA,0,NA,0,NA
I4210161322,2012,0,0,NA,0,NA,0,NA
I4210161322,2013,0,0,NA,0,NA,0,NA
I4210161322,2014,0,0,NA,0,NA,0,NA
I4210161322,2015,0,0,NA,0,NA,0,NA
I4210161322,2016,0,0,NA,0,NA,0,NA
I4210161322,2017,0,0,NA,0,NA,0,NA
I4210161322,2018,0,0,NA,0,NA,0,NA
I4210161322,2019,0,0,NA,0,NA,0,NA
I4210161322,2020,0,0,NA,0,NA,0,NA
I4210161322,2021,0,0,NA,0,NA,0,NA
I4210161322,2022,0,0,NA,0,NA,0,NA
I4210161322,2023,0,0,NA,0,NA,0,NA
I4210161322,2024,0,0,NA,0,NA,0,NA
I4210161322,2025,0,0,NA,0,NA,0,NA
I4210136036,2006,0,0,NA,0,NA,0,NA
I4210136036,2007,0,0,NA,0,NA,0,NA
I4210136036,2008,0,0,NA,0,NA,0,NA
I4210136036,2009,0,0,NA,0,NA,0,NA
