inst_id,year,n_citations
I4405261291,2026,NA
I107720978,2006,15489
I107720978,2007,15787
I107720978,2008,20835
I107720978,2009,28136
I107720978,2010,28519
I107720978,2011,30114
I107720978,2012,39652
I107720978,2013,41314
I107720978,2014,42181
I107720978,2015,43908
I107720978,2016,48331
I107720978,2017,57479
I107720978,2018,55134
I107720978,2019,63339
I107720978,2020,75328
I107720978,2021,76440
I107720978,2022,63196
I107720978,2023,46925
I107720978,2024,31011
I107720978,2025,12626
I107720978,2026,363
I4405252852,2006,NA
I4405252852,2007,NA
I4405252852,2008,NA
I4405252852,2009,NA
I4405252852,2010,NA
I4405252852,2011,NA
