name,year,inst_id,country_code,type,n_publication,ace_1,ace_2,deltas_1,gdp_cap,gdp_growth,internet,electricity,tertiary_enrol,education_exp,rd_exp,n_citations,founded_date,researchers_per_million,n_international_any,international_share_any,n_inter_african,inter_african_share,n_extra_african,extra_african_share
ABM University College,2006,I4210130625,BWA,education,0,0,0,0,5865.00026521361,8.36387109282306,4.28993297515968,39.7,10.0698099136353,NA,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2007,I4210130625,BWA,education,0,0,0,0,6085.6354476126,5.79255577727118,5.28,41.9,10.2232799530029,9.04666996002197,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2008,I4210130625,BWA,education,1,0,0,0,6158.61629368051,3.25207295796832,6.25,44.5,14.2659397125244,NA,NA,14,1989,NA,0,NA,0,NA,0,NA
ABM University College,2009,I4210130625,BWA,education,1,0,0,0,5179.4138607146,-14.1442346163423,6.150000095,43.4,21.9871006011963,9.8253002166748,NA,1,1989,NA,0,NA,0,NA,0,NA
ABM University College,2010,I4210130625,BWA,education,0,0,0,0,5584.5034321846,10.119723322694,6,52,19.5398902893066,NA,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2011,I4210130625,BWA,education,1,0,0,0,5850.07858575461,6.83841052493574,9,53.2,17.5134506225586,10.8265537416631,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2012,I4210130625,BWA,education,1,0,0,0,5742.91924452636,-0.170857099335691,16,56,21.6663608551025,8.1098729741114,0.26759,29,1989,168.08972,0,NA,0,NA,0,NA
ABM University College,2013,I4210130625,BWA,education,0,0,0,0,6284.97678002618,11.1029068737822,30,58,26.3370990753174,8.0172064061589,0.561,0,1989,179.77334,0,NA,0,NA,0,NA
ABM University College,2014,I4210130625,BWA,education,0,0,0,0,6547.12254115892,5.69714422072884,36.74474744423,60,24.8355648460166,7.88874188960311,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2015,I4210130625,BWA,education,2,0,0,0,6141.20394726616,-4.85132507409779,38.89379883,62.1,26.8692925538756,8.39457941644674,NA,8,1989,NA,0,NA,0,NA,0,NA
ABM University College,2016,I4210130625,BWA,education,1,0,0,0,6490.83463593483,7.20442475914267,41.16859818,64.2,22.6605855291776,8.73589296358928,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2017,I4210130625,BWA,education,0,0,0,0,6662.57644805467,4.11437856445083,43.57640076,67.4,21.4762885165012,7.80924443947392,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2018,I4210130625,BWA,education,0,0,0,0,6843.84612027739,4.18869237159223,46.12509918,68.3,NA,7.9053860532971,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2019,I4210130625,BWA,education,0,0,0,0,6951.73189051146,3.0317733945467,48.82279968,70.1,21.4965480211896,8.3989966033446,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2020,I4210130625,BWA,education,1,0,0,0,6254.24806241091,-8.72888243996397,51.67819977,71.8,22.4017870513653,8.05833660991541,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2021,I4210130625,BWA,education,1,0,0,0,6895.91184943107,11.9162724376008,54.70069885,73.7,21.2032904951187,NA,NA,1,1989,NA,0,NA,0,NA,0,NA
ABM University College,2022,I4210130625,BWA,education,2,0,0,0,7159.5860618268,5.48601706446772,57.9,75.9,20.7095613715302,NA,NA,10,1989,NA,0,NA,0,NA,0,NA
ABM University College,2023,I4210130625,BWA,education,0,0,0,0,7269.05170664457,3.20806812224438,NA,76,20.5658232475186,NA,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2024,I4210130625,BWA,education,0,0,0,0,6937.33180990267,-2.98986879467928,57.45950036,NA,21.4087908549348,NA,NA,0,1989,NA,0,NA,0,NA,0,NA
ABM University College,2025,I4210130625,BWA,education,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,7,1989,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2006,I4405261291,RWA,education,0,0,0,0,474.364599463307,9.22707576798881,NA,11.4,3.64229989051819,NA,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2007,I4405261291,RWA,education,0,0,0,0,497.171622130545,7.63329819125276,2.115400076,12.8,3.88545989990234,3.98502993583679,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2008,I4405261291,RWA,education,0,0,0,0,538.325372065592,11.1612473247323,4.5,6,4.18300008773804,3.50215005874634,NA,0,2023,10.72696,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2009,I4405261291,RWA,education,0,0,0,0,557.397804859216,6.24825750620508,7.7,15.6,5.0719199180603,NA,NA,0,2023,12.40437,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2010,I4405261291,RWA,education,0,0,0,0,583.371416419483,7.33465645006753,8,9.7,5.77316665562353,4.63126993179321,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2011,I4405261291,RWA,education,0,0,0,0,614.539650123021,7.95838869847094,7,10.8,6.83723020553589,4.38346004486084,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2012,I4405261291,RWA,education,0,0,0,0,651.852818665834,8.64150815836322,8.023900032,17.5,6.70938666027303,4.42103004455566,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2013,I4405261291,RWA,education,0,0,0,0,666.408788783175,4.71984856978263,9,15.2,6.23149117030345,4.7421498298645,NA,0,2023,15.33961,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2014,I4405261291,RWA,education,0,0,0,0,690.610394944356,6.16716615166932,10.600000380000001,19.8,7.35861774339014,4.19644021987915,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2015,I4405261291,RWA,education,0,0,0,0,733.998629882494,8.8568555974538,12.45600033,22.8,7.53124856448318,3.64713001251221,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2016,I4405261291,RWA,education,0,0,0,0,759.606288155109,5.97074525431094,14.63710022,29.4,7.57807264441764,3.43482995033264,0.64945,0,2023,13.73163,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2017,I4405261291,RWA,education,0,0,0,0,771.069237513582,3.91817093628465,17.2,34.1,7.34488296090452,3.1247398853302,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2018,I4405261291,RWA,education,0,0,0,0,817.578437300032,8.51646722592409,19.16659927,38,6.76094647714264,3.07376003265381,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2019,I4405261291,RWA,education,0,0,0,0,874.639658935978,9.44738518613097,21.3579998,46.6,6.3142892660234,3.23821222605582,0.75853,0,2023,58.74162,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2020,I4405261291,RWA,education,0,0,0,0,826.391307701022,-3.37368746369782,23.8,45.2,7.56709586345553,3.33309745728459,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2021,I4405261291,RWA,education,0,0,0,0,896.271033574985,10.8584320184896,24.4416008,48.7,NA,5.58984994888306,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2022,I4405261291,RWA,education,0,0,0,0,948.413686948024,8.16120720872912,28.01679993,50.6,7.41325884733851,4.74213981628418,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2023,I4405261291,RWA,education,0,0,0,0,1004.33216650024,8.24990302014558,28.80579948,63.9,8.88624308383425,4.92002010345459,0.78149,0,2023,133.11989,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2024,I4405261291,RWA,education,0,0,0,0,1070.45003770926,8.89065529573114,31.70330048,NA,9.41173924647801,4.61476993560791,NA,0,2023,NA,0,NA,0,NA,0,NA
AIMS Research and Innovation Centre,2025,I4405261291,RWA,education,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2023,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2006,I4210130929,DZA,education,5,0,0,0,4279.61547120827,2.89999999905852,7.37598495634886,98.7,21.3458003997803,NA,NA,71,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2007,I4210130929,DZA,education,6,0,0,0,4339.25055772831,3.10000000128674,9.45119062555304,98.7,23.5956306457519,NA,NA,61,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2008,I4210130929,DZA,education,6,0,0,0,4367.56538017541,2.49999999929371,10.18,99.3,NA,4.11142015457153,NA,14,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2009,I4210130929,DZA,education,9,0,0,0,4336.10054052949,1.19999999969519,11.23,98.8,30.5014705657959,NA,NA,54,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2010,I4210130929,DZA,education,11,0,0,0,4456.6102741643,4.80000000093564,12.5,98.9,30.7344437013341,8.6917709007891,NA,82,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2011,I4210130929,DZA,education,14,0,0,0,4501.3543013352,2.99999999941909,14.899999619999999,99,32.3866003582095,9.12453448642892,NA,67,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2012,I4210130929,DZA,education,15,0,0,0,4518.43978956464,2.40000000034432,18.200000760000002,98.8,33.5570987119466,7.02950889772261,NA,114,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2013,I4210130929,DZA,education,22,0,0,0,4543.23444006767,2.60000000061164,22.5,99.2,35.4386275633738,6.65906035504841,NA,206,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2014,I4210130929,DZA,education,37,0,0,0,4634.10149179952,4.09999999866501,29.5,99.3,36.0427983596258,6.54889841545277,NA,540,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2015,I4210130929,DZA,education,49,0,0,0,4685.05902729002,3.20000000089023,38.20000076,99.4,38.2444735695552,6.17633014564047,NA,818,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2016,I4210130929,DZA,education,54,0,0,0,4768.73140081027,3.90000000017621,42.94549942,99.4,43.9040620880927,6.50210843472458,NA,352,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2017,I4210130929,DZA,education,75,0,0,0,4742.90075532529,1.49999999895587,47.69110107,99.5,49.177689984383,5.73482350888796,0.47865,553,2001,821.66519,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2018,I4210130929,DZA,education,102,0,0,0,4717.0035885361,1.40000000088281,49.0384680793271,99.6,52.8819387317527,5.8127512720176,NA,751,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2019,I4210130929,DZA,education,100,0,0,0,4672.66408678635,0.899999999219148,55.79069901,99.5,53.8645018203122,5.57536563446523,NA,967,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2020,I4210130929,DZA,education,119,0,0,0,4363.68533767783,-4.99999999908597,63.47269821,99.7,53.3752192208988,6.19391724496515,NA,1013,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2021,I4210130929,DZA,education,146,0,0,0,4456.74687637774,3.79999999900707,72.21240234,99.8,54.2222597146723,5.51403281769924,NA,1092,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2022,I4210130929,DZA,education,167,0,0,0,4544.46688060372,3.60000000094915,74.78150177,100,53.3875786756,4.74924673000603,NA,1111,2001,NA,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2023,I4210130929,DZA,education,193,0,0,0,4660.40545687895,4.10000000005964,76.19760132,100,55.5320185816789,5.61015717726636,0.37787,1428,2001,1782.46286,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2024,I4210130929,DZA,education,252,0,0,0,4765.72900168387,3.69999999907979,77.4178009,NA,54.4283410150344,8.97772026062012,0.44395,1720,2001,1763.99214,0,NA,0,NA,0,NA
Abbès Laghrour University of Khenchela,2025,I4210130929,DZA,education,336,0,0,0,NA,NA,NA,NA,NA,NA,NA,728,2001,NA,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2006,I240042149,MAR,education,57,0,0,0,2489.99291992188,7.7908200104027,19.7711915653115,96.5,12.1653699874878,NA,0.54987,1825,1989,653.41079,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2007,I240042149,MAR,education,77,0,0,0,2540.615234375,3.44106776690418,21.5,82.2,11.6039199829102,NA,NA,9571,1989,644.48667,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2008,I240042149,MAR,education,75,0,0,0,2648.58569335938,5.68453936284732,33.1,84.1,12.6373701095581,4.85339021682739,NA,1910,1989,659.40797,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2009,I240042149,MAR,education,93,0,0,0,2710.66650390625,3.74576940136258,41.3,85.9,13.0986795425415,4.83119010925293,NA,2174,1989,NA,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2010,I240042149,MAR,education,100,0,0,0,2767.04223632813,3.49955709403216,52,95.7,13.9896441158412,NA,0.66036,3059,1989,721.98655,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2011,I240042149,MAR,education,102,0,0,0,2879.53930664063,5.52464523319847,46.107482597,96.1,15.8539977340994,NA,NA,2881,1989,847.79094,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2012,I240042149,MAR,education,148,0,0,0,2927.45043945313,3.06234368502997,55.4160531914894,96.4,19.0472282489073,5.55294838577208,NA,2264,1989,853.0081,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2013,I240042149,MAR,education,176,0,0,0,3008.185546875,4.12221286860944,56,97.2,22.4068908691406,NA,NA,2349,1989,NA,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2014,I240042149,MAR,education,231,0,0,0,3051.458984375,2.7192440802029,56.7746379160074,97.3,25.3112415031422,5.48276036642721,NA,2522,1989,1030.14364,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2015,I240042149,MAR,education,265,0,0,0,3146.24780273438,4.34458297635238,57.0799993486116,97.3,28.5519130573154,5.133369043677,NA,3875,1989,NA,0,NA,0,NA,0,NA
Abdelmalek Essaâdi University,2016,I240042149,MAR,education,369,0,0,0,3124.42504882813,0.52118550608968,58.271236420398,97.8,32.0952579243239,5.08530197423073,NA,5037,1989,1083.42555,0,NA,0,NA,0,NA
