name,year,inst_id,country_code,type,n_publication,ace_1,ace_2,deltas_1,gdp_cap,gdp_growth,internet,electricity,tertiary_enrol,education_exp,rd_exp,n_citations,founded_date,researchers_per_million,n_international_any,international_share_any,n_inter_african,inter_african_share,n_extra_african,extra_african_share
Dessie Health Science College,2011,I4405264709,ETH,education,0,0,0,0,455.909628648555,11.1782962297008,1.100000024,23,7.27566003799438,5.4857702255249,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2012,I4405264709,ETH,education,0,0,0,0,481.639999909808,8.64781163513926,2.9000000950000002,29,7.62416982650757,5.56677007675171,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2013,I4405264709,ETH,education,0,0,0,0,518.324662208106,10.5822700502552,4.599999905,30.8,NA,4.4985499382019,0.60474000000000006,NA,1964,43.9301,0,NA,0,NA,0,NA
Dessie Health Science College,2014,I4405264709,ETH,education,0,0,0,0,556.362532243867,10.2574929627477,7.699999809,27.2,5.9192507771213,4.60201978683472,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2015,I4405264709,ETH,education,0,0,0,0,597.912113218663,10.3924630141307,13.8551755555556,29,NA,4.73791868878759,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2016,I4405264709,ETH,education,0,0,0,0,636.835680951429,9.43348265981905,15.3669238595896,42.9,NA,5.06151399998447,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2017,I4405264709,ETH,education,0,0,0,0,678.98541915757,9.56418965754014,15.62440014,44.3,NA,5.49905076025271,0.27437,NA,1964,89.03843,0,NA,0,NA,0,NA
Dessie Health Science College,2018,I4405264709,ETH,education,0,0,0,0,705.96881207336,6.81614778557282,15.88619995,44.8,NA,5.22011189522399,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2019,I4405264709,ETH,education,0,0,0,0,744.702789753973,8.36408573314054,15.98460007,48,NA,4.48086946127054,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2020,I4405264709,ETH,education,0,0,0,0,768.705424485209,6.05953089054807,16.06959915,51.1,NA,4.0905654220699,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2021,I4405264709,ETH,education,0,0,0,0,790.65701959778,5.64153069257077,16.6981031,54.2,NA,4.06524874309096,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2022,I4405264709,ETH,education,0,0,0,0,811.177729326201,5.32175988403378,17.9836998,55.4,NA,3.73649512188829,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2023,I4405264709,ETH,education,0,0,0,0,842.44660489404,6.59424599357075,20.33749962,55.4,NA,2.9272447768927,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2024,I4405264709,ETH,education,0,0,0,0,883.458588619291,7.61277447511073,21.94129944,NA,NA,2.2978069565991,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dessie Health Science College,2025,I4405264709,ETH,education,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1964,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2006,I4210102760,TZA,education,0,0,0,0,704.502746582031,6.53222138847813,1.299999952,14.9,NA,3.00991988182068,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2007,I4210102760,TZA,education,0,0,0,0,731.52001953125,6.76853520293716,1.6,15.9,1.46310997009277,4.0334300994873,0.33462,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2008,I4210102760,TZA,education,0,0,0,0,752.540466308594,5.68641685905224,1.899999976,11.5,NA,4.18591022491455,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2009,I4210102760,TZA,education,4,0,0,0,772.929565429688,5.26910524873463,2.4000000950000002,11.2,NA,3.96075010299683,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2010,I4210102760,TZA,education,0,0,0,0,801.29931640625,6.33652342666889,2.9000000950000002,14.8,2.13913621753427,4.54169988632202,0.37307,NA,2002,36.24107,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2011,I4210102760,TZA,education,0,0,0,0,838.999267578125,7.67215543486064,3.200000048,14.2,NA,4.57789905920015,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2012,I4210102760,TZA,education,0,0,0,0,851.910705566406,4.50015356010131,3.950000048,15.3,3.96461947161333,4.22964300342458,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2013,I4210102760,TZA,education,0,0,0,0,882.8115234375,6.78158560065316,4.400000095,16.4,3.67337417645482,4.63769446369719,0.51456,NA,2002,19.31703,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2014,I4210102760,TZA,education,0,0,0,0,913.811218261719,6.73246186832483,7,23.5,NA,3.38488006591797,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2015,I4210102760,TZA,education,0,0,0,0,939.127319335938,6.16062877406682,10,26.2,3.98361077132501,4.19486548285076,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2016,I4210102760,TZA,education,0,0,0,0,970.156127929688,6.86711619644551,13.5042328468919,32.8,3.72893939925404,4.10196721791864,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2017,I4210102760,TZA,education,3,0,0,0,1001.55895996094,6.72726996832338,14.46339989,32.1,4.78205361153138,4.43052005767822,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2018,I4210102760,TZA,education,1,0,0,0,1024.01525878906,5.50267599385063,15.49069977,34.9,4.27996511118124,3.69962000846863,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2019,I4210102760,TZA,education,0,0,0,0,1051.7666015625,5.79999999996723,16.59090042,37.7,2.85588898826608,3.59683638888648,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2020,I4210102760,TZA,education,0,0,0,0,1041.25964355469,1.99196460647855,19.48139954,39.9,7.18188265775187,3.23097255920833,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2021,I4210102760,TZA,education,0,0,0,0,1054.31726074219,4.32138429480482,22.87540054,42.7,3.59164319762461,3.11515335288784,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2022,I4210102760,TZA,education,0,0,0,0,1070.58532714844,4.56600576430955,26.86059952,45.8,5.32159018874409,3.2382450375764,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2023,I4210102760,TZA,education,0,0,0,0,1092.86413574219,5.06952353203394,28.43190002,48.3,5.16887784940301,3.25853222146531,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2024,I4210102760,TZA,education,0,0,0,0,1120.77416992188,5.5263138305945,31.16209984,NA,4.01880979537964,3.15504437906936,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dhow Countries Music Academy,2025,I4210102760,TZA,education,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2002,NA,0,NA,0,NA,0,NA
Dilla University,2006,I4210136909,ETH,education,3,0,0,0,313.013896721503,10.8347270679373,0.310592656856176,18.6,NA,5.49094009399414,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2007,I4210136909,ETH,education,2,0,0,0,338.799064654308,11.4561670019891,0.37,20.3,NA,5.45110988616943,0.17089,NA,1996,19.72278,0,NA,0,NA,0,NA
Dilla University,2008,I4210136909,ETH,education,5,0,0,0,364.642208155735,10.7885216870332,0.449999988,22,3.53211998939514,5.40819978713989,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2009,I4210136909,ETH,education,20,0,0,0,385.632419711374,8.8025531990487,0.540000021,23.7,5.09216022491455,4.42207002639771,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2010,I4210136909,ETH,education,15,0,0,0,421.898622378633,12.5505383347633,0.75,25.5,6.96482992172241,4.49659013748169,0.24137,NA,1996,41.46809,0,NA,0,NA,0,NA
Dilla University,2011,I4210136909,ETH,education,12,0,0,0,455.909628648555,11.1782962297008,1.100000024,23,7.27566003799438,5.4857702255249,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2012,I4210136909,ETH,education,15,0,0,0,481.639999909808,8.64781163513926,2.9000000950000002,29,7.62416982650757,5.56677007675171,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2013,I4210136909,ETH,education,20,0,0,0,518.324662208106,10.5822700502552,4.599999905,30.8,NA,4.4985499382019,0.60474000000000006,NA,1996,43.9301,0,NA,0,NA,0,NA
Dilla University,2014,I4210136909,ETH,education,53,0,0,0,556.362532243867,10.2574929627477,7.699999809,27.2,5.9192507771213,4.60201978683472,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2015,I4210136909,ETH,education,69,0,0,0,597.912113218663,10.3924630141307,13.8551755555556,29,NA,4.73791868878759,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2016,I4210136909,ETH,education,71,0,0,0,636.835680951429,9.43348265981905,15.3669238595896,42.9,NA,5.06151399998447,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2017,I4210136909,ETH,education,76,0,0,0,678.98541915757,9.56418965754014,15.62440014,44.3,NA,5.49905076025271,0.27437,NA,1996,89.03843,0,NA,0,NA,0,NA
Dilla University,2018,I4210136909,ETH,education,70,0,0,0,705.96881207336,6.81614778557282,15.88619995,44.8,NA,5.22011189522399,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2019,I4210136909,ETH,education,128,0,0,0,744.702789753973,8.36408573314054,15.98460007,48,NA,4.48086946127054,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2020,I4210136909,ETH,education,288,0,0,0,768.705424485209,6.05953089054807,16.06959915,51.1,NA,4.0905654220699,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2021,I4210136909,ETH,education,372,0,0,0,790.65701959778,5.64153069257077,16.6981031,54.2,NA,4.06524874309096,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2022,I4210136909,ETH,education,452,0,0,0,811.177729326201,5.32175988403378,17.9836998,55.4,NA,3.73649512188829,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2023,I4210136909,ETH,education,374,0,0,0,842.44660489404,6.59424599357075,20.33749962,55.4,NA,2.9272447768927,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2024,I4210136909,ETH,education,462,0,0,0,883.458588619291,7.61277447511073,21.94129944,NA,NA,2.2978069565991,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dilla University,2025,I4210136909,ETH,education,473,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA,0,NA,0,NA,0,NA
Dire Dawa University,2006,I3131880829,ETH,education,1,0,0,0,313.013896721503,10.8347270679373,0.310592656856176,18.6,NA,5.49094009399414,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2007,I3131880829,ETH,education,0,0,0,0,338.799064654308,11.4561670019891,0.37,20.3,NA,5.45110988616943,0.17089,NA,2006,19.72278,0,NA,0,NA,0,NA
Dire Dawa University,2008,I3131880829,ETH,education,0,0,0,0,364.642208155735,10.7885216870332,0.449999988,22,3.53211998939514,5.40819978713989,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2009,I3131880829,ETH,education,2,0,0,0,385.632419711374,8.8025531990487,0.540000021,23.7,5.09216022491455,4.42207002639771,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2010,I3131880829,ETH,education,1,0,0,0,421.898622378633,12.5505383347633,0.75,25.5,6.96482992172241,4.49659013748169,0.24137,NA,2006,41.46809,0,NA,0,NA,0,NA
Dire Dawa University,2011,I3131880829,ETH,education,3,0,0,0,455.909628648555,11.1782962297008,1.100000024,23,7.27566003799438,5.4857702255249,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2012,I3131880829,ETH,education,2,0,0,0,481.639999909808,8.64781163513926,2.9000000950000002,29,7.62416982650757,5.56677007675171,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2013,I3131880829,ETH,education,6,0,0,0,518.324662208106,10.5822700502552,4.599999905,30.8,NA,4.4985499382019,0.60474000000000006,NA,2006,43.9301,0,NA,0,NA,0,NA
Dire Dawa University,2014,I3131880829,ETH,education,9,0,0,0,556.362532243867,10.2574929627477,7.699999809,27.2,5.9192507771213,4.60201978683472,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2015,I3131880829,ETH,education,17,0,0,0,597.912113218663,10.3924630141307,13.8551755555556,29,NA,4.73791868878759,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2016,I3131880829,ETH,education,36,0,0,0,636.835680951429,9.43348265981905,15.3669238595896,42.9,NA,5.06151399998447,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2017,I3131880829,ETH,education,56,0,0,0,678.98541915757,9.56418965754014,15.62440014,44.3,NA,5.49905076025271,0.27437,NA,2006,89.03843,0,NA,0,NA,0,NA
Dire Dawa University,2018,I3131880829,ETH,education,36,0,0,0,705.96881207336,6.81614778557282,15.88619995,44.8,NA,5.22011189522399,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2019,I3131880829,ETH,education,91,0,0,0,744.702789753973,8.36408573314054,15.98460007,48,NA,4.48086946127054,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2020,I3131880829,ETH,education,173,0,0,0,768.705424485209,6.05953089054807,16.06959915,51.1,NA,4.0905654220699,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2021,I3131880829,ETH,education,170,0,0,0,790.65701959778,5.64153069257077,16.6981031,54.2,NA,4.06524874309096,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2022,I3131880829,ETH,education,201,0,0,0,811.177729326201,5.32175988403378,17.9836998,55.4,NA,3.73649512188829,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2023,I3131880829,ETH,education,231,0,0,0,842.44660489404,6.59424599357075,20.33749962,55.4,NA,2.9272447768927,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2024,I3131880829,ETH,education,247,0,0,0,883.458588619291,7.61277447511073,21.94129944,NA,NA,2.2978069565991,NA,NA,2006,NA,0,NA,0,NA,0,NA
Dire Dawa University,2025,I3131880829,ETH,education,233,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2006,I4405258287,NGA,education,0,0,0,0,1949.15856804565,6.05942803202906,5.54503608300536,47.6,NA,NA,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2007,I4405258287,NGA,education,0,0,0,0,2020.83316299454,6.59113036068679,6.769999981,50.1,NA,NA,0.13223,NA,2016,37.55812,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2008,I4405258287,NGA,education,0,0,0,0,2098.28339220668,6.76447277780228,8,50.3,NA,NA,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2009,I4405258287,NGA,education,0,0,0,0,2204.6072560373,8.03692510099023,9.300000191,50,NA,NA,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2010,I4405258287,NGA,education,0,0,0,0,2315.46676509663,8.00565591628701,11.5,48,9.21187548100134,NA,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2011,I4405258287,NGA,education,0,0,0,0,2370.97657091803,5.30792420289453,13.80000019,55.9,9.74153350922586,NA,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2012,I4405258287,NGA,education,0,0,0,0,2403.65387896924,4.23006117493223,16.10000038,53,NA,0.549233086121929,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2013,I4405258287,NGA,education,0,0,0,0,2495.34106573749,6.67133539306167,19.10000038,55.6,NA,0.534206768008091,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2014,I4405258287,NGA,education,0,0,0,0,2583.6155695814,6.30971865525431,21,54.2,NA,0.470742539133469,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2015,I4405258287,NGA,education,0,0,0,0,2585.73360671797,2.65269329543001,22.51420021,52.5,NA,0.436954905120644,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2016,I4405258287,NGA,education,0,0,0,0,2481.81490350326,-1.61686894906509,24.137500760000002,59.3,NA,0.393045646249364,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2017,I4405258287,NGA,education,0,0,0,0,2441.71236404488,0.805886619102438,25.87789917,54.4,NA,0.396354013591345,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2018,I4405258287,NGA,education,0,0,0,0,2431.77857832568,1.92275734200614,27.74370003,56.5,NA,0.419998493796127,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2019,I4405258287,NGA,education,0,0,0,0,2431.53528472982,2.20842927714892,29.74410057,55.4,NA,0.358479005206684,0.28444,NA,2016,22.12011,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2020,I4405258287,NGA,education,0,0,0,0,2228.68631422888,-6.36889840510109,31.88879967,55.4,NA,0.35963763718498,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2021,I4405258287,NGA,education,0,0,0,0,2206.66406250067,1.10925253938163,35.50979996,59.5,NA,0.381919104397325,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2022,I4405258287,NGA,education,0,0,0,0,2254.29080416892,4.31882949523192,39.14720154,60.5,NA,0.348516707890877,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2023,I4405258287,NGA,education,0,0,0,0,2280.91931156115,3.32684556421316,40.06399918,61.2,NA,0.319069049792343,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2024,I4405258287,NGA,education,0,0,0,0,2324.64881202751,4.06236408888319,41.21139908,NA,NA,NA,NA,NA,2016,NA,0,NA,0,NA,0,NA
"Dominican University, Ibadan",2025,I4405258287,NGA,education,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,0,NA,0,NA,0,NA
Dominion University College,2006,I4210092569,GHA,education,85,0,0,0,1185.26570738595,6.39991260618034,2.72317597313987,55.1,4.7728099822998,5.14794015884399,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2007,I4210092569,GHA,education,106,0,0,0,1205.31705804209,4.34681910440079,3.85,56.9,5.92381000518799,5.51986980438232,0.23157,NA,2009,16.80827,0,NA,0,NA,0,NA
Dominion University College,2008,I4210092569,GHA,education,119,0,0,0,1282.63416886747,9.14979893831817,4.27,60.5,7.91365003585815,5.75795984268188,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2009,I4210092569,GHA,education,126,0,0,0,1311.63053760125,4.84448705175076,5.44,61.1,8.29780006408691,5.31744003295898,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2010,I4210092569,GHA,education,119,0,0,0,1381.2279503506,7.89971194051621,7.8,64.2,NA,5.54059982299805,0.37655,NA,2009,37.36945,0,NA,0,NA,0,NA
Dominion University College,2011,I4210092569,GHA,education,131,0,0,0,1537.81834019283,14.0471235803149,9,64.1,11.2824466895305,8.14097023010254,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2012,I4210092569,GHA,education,137,0,0,0,1640.54072088003,9.2927894063005,10.6,56.5,11.4938894891938,7.91913986206055,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2013,I4210092569,GHA,education,130,0,0,0,1718.59704769958,7.31252501678145,15,70.7,13.4205396326832,4.57644987106323,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2014,I4210092569,GHA,education,150,0,0,0,1726.36930134647,2.85624016330883,19,78.3,15.0809451652103,4.39978981018066,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2015,I4210092569,GHA,education,164,0,0,0,1722.77282833606,2.12075933817334,23,74,15.5618871637579,4.43404006958008,NA,NA,2009,87.47972,0,NA,0,NA,0,NA
Dominion University College,2016,I4210092569,GHA,education,171,0,0,0,1740.81101902928,3.37346574966936,28,79.3,15.606270735823,4.3945198059082,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2017,I4210092569,GHA,education,185,0,0,0,1841.44636153249,8.12889488100956,37.88420105,79,16.2065694246062,3.53362989425659,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2018,I4210092569,GHA,education,193,0,0,0,1915.4532323781,6.20007768127284,43,80.4,15.9045597520982,3.8861300945282,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2019,I4210092569,GHA,education,1650,0,0,0,1999.55372220211,6.5077747939152,22.0732,83.5,17.3607250095097,3.15307114842573,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2020,I4210092569,GHA,education,719,0,0,0,1970.19411460398,0.513941670628171,62.51760101,85.4,18.6139938594155,3.40915991351725,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2021,I4210092569,GHA,education,449,0,0,0,2030.04866500967,5.07646643533542,68.6,86.3,19.2005186528071,3.4005042684722,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2022,I4210092569,GHA,education,207,0,0,0,2067.20895910766,3.80484980952164,69.91329956,85.1,20.44559258931,2.90963831638452,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2023,I4210092569,GHA,education,278,0,0,0,2091.8133564595,3.14009099763754,70.67430115,89.5,22.0958254757285,NA,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2024,I4210092569,GHA,education,395,0,0,0,2167.72691406678,5.59045469593266,72.17569733,NA,21.330810546875,NA,NA,NA,2009,NA,0,NA,0,NA,0,NA
Dominion University College,2025,I4210092569,GHA,education,496,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2006,I4405260474,NGA,education,0,0,0,0,1949.15856804565,6.05942803202906,5.54503608300536,47.6,NA,NA,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2007,I4405260474,NGA,education,0,0,0,0,2020.83316299454,6.59113036068679,6.769999981,50.1,NA,NA,0.13223,NA,2019,37.55812,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2008,I4405260474,NGA,education,0,0,0,0,2098.28339220668,6.76447277780228,8,50.3,NA,NA,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2009,I4405260474,NGA,education,0,0,0,0,2204.6072560373,8.03692510099023,9.300000191,50,NA,NA,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2010,I4405260474,NGA,education,0,0,0,0,2315.46676509663,8.00565591628701,11.5,48,9.21187548100134,NA,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2011,I4405260474,NGA,education,0,0,0,0,2370.97657091803,5.30792420289453,13.80000019,55.9,9.74153350922586,NA,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2012,I4405260474,NGA,education,0,0,0,0,2403.65387896924,4.23006117493223,16.10000038,53,NA,0.549233086121929,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2013,I4405260474,NGA,education,0,0,0,0,2495.34106573749,6.67133539306167,19.10000038,55.6,NA,0.534206768008091,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2014,I4405260474,NGA,education,0,0,0,0,2583.6155695814,6.30971865525431,21,54.2,NA,0.470742539133469,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2015,I4405260474,NGA,education,0,0,0,0,2585.73360671797,2.65269329543001,22.51420021,52.5,NA,0.436954905120644,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2016,I4405260474,NGA,education,0,0,0,0,2481.81490350326,-1.61686894906509,24.137500760000002,59.3,NA,0.393045646249364,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2017,I4405260474,NGA,education,0,0,0,0,2441.71236404488,0.805886619102438,25.87789917,54.4,NA,0.396354013591345,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2018,I4405260474,NGA,education,0,0,0,0,2431.77857832568,1.92275734200614,27.74370003,56.5,NA,0.419998493796127,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2019,I4405260474,NGA,education,0,0,0,0,2431.53528472982,2.20842927714892,29.74410057,55.4,NA,0.358479005206684,0.28444,NA,2019,22.12011,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2020,I4405260474,NGA,education,0,0,0,0,2228.68631422888,-6.36889840510109,31.88879967,55.4,NA,0.35963763718498,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2021,I4405260474,NGA,education,0,0,0,0,2206.66406250067,1.10925253938163,35.50979996,59.5,NA,0.381919104397325,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2022,I4405260474,NGA,education,0,0,0,0,2254.29080416892,4.31882949523192,39.14720154,60.5,NA,0.348516707890877,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2023,I4405260474,NGA,education,0,0,0,0,2280.91931156115,3.32684556421316,40.06399918,61.2,NA,0.319069049792343,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2024,I4405260474,NGA,education,0,0,0,0,2324.64881202751,4.06236408888319,41.21139908,NA,NA,NA,NA,NA,2019,NA,0,NA,0,NA,0,NA
"Dominion University, Ibadan",2025,I4405260474,NGA,education,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,0,NA,0,NA,0,NA
Dr. Hilla Limann Technical University,2006,I4399657967,GHA,education,0,0,0,0,1185.26570738595,6.39991260618034,2.72317597313987,55.1,4.7728099822998,5.14794015884399,NA,NA,1999,NA,0,NA,0,NA,0,NA
Dr. Hilla Limann Technical University,2007,I4399657967,GHA,education,0,0,0,0,1205.31705804209,4.34681910440079,3.85,56.9,5.92381000518799,5.51986980438232,0.23157,NA,1999,16.80827,0,NA,0,NA,0,NA
Dr. Hilla Limann Technical University,2008,I4399657967,GHA,education,0,0,0,0,1282.63416886747,9.14979893831817,4.27,60.5,7.91365003585815,5.75795984268188,NA,NA,1999,NA,0,NA,0,NA,0,NA
Dr. Hilla Limann Technical University,2009,I4399657967,GHA,education,0,0,0,0,1311.63053760125,4.84448705175076,5.44,61.1,8.29780006408691,5.31744003295898,NA,NA,1999,NA,0,NA,0,NA,0,NA
Dr. Hilla Limann Technical University,2010,I4399657967,GHA,education,0,0,0,0,1381.2279503506,7.89971194051621,7.8,64.2,NA,5.54059982299805,0.37655,NA,1999,37.36945,0,NA,0,NA,0,NA
Dr. Hilla Limann Technical University,2011,I4399657967,GHA,education,0,0,0,0,1537.81834019283,14.0471235803149,9,64.1,11.2824466895305,8.14097023010254,NA,NA,1999,NA,0,NA,0,NA,0,NA
Dr. Hilla Limann Technical University,2012,I4399657967,GHA,education,0,0,0,0,1640.54072088003,9.2927894063005,10.6,56.5,11.4938894891938,7.91913986206055,NA,NA,1999,NA,0,NA,0,NA,0,NA
