year,rank,university_name,Academic Reputation,Citations per Faculty,Faculty Student Ratio,Employer Reputation,Employment Outcomes,International Student Ratio,International Faculty Ratio,International Research
2014,36,Kyoto University,99.9,69.9,94.8,96.1,,22,17.4,
2014,=37,"University of California, Los Angeles (UCLA)",100,100,54.1,99.2,,40.6,26.7,
2014,=37,The University of Sydney,99.6,75.1,49.9,99.2,,87.1,99.5,
2014,39,"Nanyang Technological University, Singapore (NTU Singapore)",93,42.6,92.8,97.2,,95.3,100,
2014,40,The Hong Kong University of Science and Technology,94.3,52.9,78,94.3,,96.4,100,
2014,=41,New York University (NYU),98.3,48.5,95.6,96.1,,68.7,22,
2014,=41,University of Wisconsin-Madison,97.1,74.8,88,66.6,,35.7,48.8,
2014,=43,University of British Columbia,99.7,85.1,44.1,93.3,,51.5,91,
2014,=43,The University of Queensland,96.3,78,48.6,92.4,,83.2,99.8,
2014,45,University of Copenhagen,89.2,60.4,99.9,78.3,,46,78.4,
2014,47,Tsinghua University,99.6,46.1,88.5,99.6,,37.9,50,
2014,48,The University of New South Wales (UNSW Sydney),97.5,73.8,38.1,99.4,,93.6,100,
2014,49,Universität Heidelberg,96.5,59.2,86.8,76.2,,59,51.6,
2014,50,University of Amsterdam,95.5,93.8,48.7,85.1,,33.3,69.2,
2014,51,KAIST - Korea Advanced Institute of Science & Technology,88.1,79.2,87.9,84.1,,21.1,32.2,
2014,=52,Ludwig-Maximilians-Universität München,98.2,81.7,52.1,87.7,,37.9,57.9,
2014,=52,Brown University,78.2,99.4,85,75.6,,55,23.8,
2014,54,Technical University of Munich,90.8,44.2,93.6,97.7,,66,50.5,
2014,=55,Osaka University,94.1,69.8,87.1,87,,17.9,15.9,
2014,=55,University of Glasgow,87.9,86.2,59.5,64.7,,90.2,82.5,
2014,=57,Peking University,99.9,46.4,82,99.6,,24.7,35.8,
2014,=57,University of Zurich,81.3,69.9,83.1,74.3,,60.8,100,
2014,59,"University of California, San Diego (UCSD)",97.8,99.5,58.1,65.8,,21.9,2.1,
2014,60,Lund University,91.4,70.8,59,84.9,,69.3,73.1,
2014,61,The University of Warwick,91.2,55.5,55.4,99.9,,98.1,86.9,
2014,62,University of North Carolina at Chapel Hill,84.7,95,82.2,48.1,,22,42.2,
2014,63,University of Illinois Urbana-Champaign,97.5,93.1,24.9,76.3,,65.4,63.9,
2014,64,University of Birmingham,81.8,66,65.8,94.3,,79.1,81.9,
2014,=65,University of Washington,93.9,99.8,57.8,56.7,,22.5,8.4,
2014,=65,Carnegie Mellon University,86.5,97.1,38.9,86.8,,98.8,18.1,
2014,67,University of Helsinki,84.5,65.8,95.1,65.1,,15,59.3,
2014,68,Tokyo Institute of Technology (Tokyo Tech),84.1,75.7,80.5,89,,33.1,13.7,
2014,69,The University of Sheffield,82.3,62.5,66.1,81.3,,93.3,81,
2014,70,Monash University,93.1,63.3,30.5,98.5,,94.4,94.2,
2014,=71,Fudan University,94.7,62,51.9,96.5,,55.9,40.9,
2014,=71,The London School of Economics and Political Science (LSE),93.1,22.6,66.9,100,,100,100,
2014,=71,Tohoku University,86.2,56.8,97.3,79.2,,21.7,16.4,
2014,=71,"Trinity College Dublin, The University of Dublin",81.1,72.4,61.8,70.1,,81.3,95.3,
2014,75,Leiden University,89.6,98.1,49.8,50.1,,22.9,68.4,
2014,76,National Taiwan University (NTU),97.9,82,45.7,83,,20.6,18.4,
2014,77,University of Nottingham,81.5,57.5,61.3,97.2,,87.9,85,
2014,78,Boston University,77,93.7,63.8,83.6,,66.9,11.5,
2014,79,University of Texas at Austin,98.4,90.1,21,88.5,,24.7,54.4,
2014,80,Utrecht University,86.4,97.2,52.3,66.2,,12.8,53,
2014,81,Uppsala University,88,95.2,40.7,64,,68.9,35.3,
2014,82,KU Leuven,93.1,90.2,21.4,81.6,,45.4,79.4,
2014,83,Université de Montréal,83.1,89.2,33.2,72.1,,82.3,87.3,
2014,84,University of Alberta,81.6,63.7,61.7,71.2,,76.1,90.1,
2014,85,University of Geneva,68.1,99.7,62.5,32.7,,99,100,
2014,=86,Delft University of Technology,82.2,80,34.1,88.9,,71.6,91.6,
2014,=86,Pohang University of Science And Technology (POSTECH),59.4,94.9,99.4,67.7,,12.9,53.8,
2014,88,University of St Andrews,69,66,75.7,68.4,,99.9,95.8,
2014,89,The University of Western Australia,79.4,87.7,37.9,72.2,,67.6,100,
2014,=90,University of Groningen,68.6,73.1,73.3,61.3,,93.1,89.5,
2014,=90,Erasmus University Rotterdam,58.8,96,66.5,88.5,,61.6,78.9,
2014,=92,The University of Auckland,91.6,56.8,28.7,93.6,,87.2,87.4,
2014,=92,Durham University,77.4,65.2,47.1,99.2,,80.6,89.9,
2014,94,University of Southampton,73.8,68.8,69.8,56.3,,91.2,86.2,
2014,95,"University of California, Davis",82.2,98.7,37.2,62.1,,41.6,63.3,
2014,96,Aarhus University,79,84.2,53.3,67.7,,45.7,65,
2014,97,University of Leeds,81.1,54.2,56.2,92.4,,70.4,77.5,
2014,98,Queen Mary University of London,64.6,71.2,76.6,59.7,,98.8,94.4,
2014,99,Washington University in St. Louis,60.7,99.2,99.9,36.4,,53.7,4,
2014,100,The University of Adelaide,76.8,59.8,48.6,85.7,,97.5,90.1,
2014,101,University of Oslo,71.3,87,74.8,41.7,,42.5,54.3,
2014,102,Purdue University,78.4,71.1,37,78.2,,76.2,94,
2014,103,Nagoya University,78.1,51.4,94.2,65.4,,26.7,21,
2014,104,Shanghai Jiao Tong University,87.6,59.6,48.5,95,,12.6,42.5,
2014,105,University of Lausanne,57.3,98.7,59,56.5,,78.6,93.4,
2014,106,Yonsei University,81.6,36.9,84.3,88.9,,35.9,13.9,
2014,107,Georgia Institute of Technology,77.4,88.1,32.4,79.8,,84.5,17.3,
2014,108,City University of Hong Kong (CityUHK),67.5,54.3,75.4,56.6,,89.5,100,
2014,109,The Ohio State University,77.1,64.2,61.2,50.6,,57.2,81.4,
2014,110,KTH Royal Institute of Technology,63.8,57.6,74.5,89,,58.2,80.6,
2014,111,University of Pittsburgh,55.1,86.8,97.6,31.3,,53.8,55.2,
2014,112,Pennsylvania State University,83.1,85.2,34.9,72.8,,42.8,13.4,
2014,113,McMaster University,65.8,75.4,61.9,64.3,,51.9,88.4,
2014,114,Lomonosov Moscow State University,86.1,7.8,99.9,76.2,,52.1,10.9,
2014,115,Université Pierre et Marie Curie (UPMC),73,95.2,41.4,47.9,,57,37.5,
2014,=116,Korea University,77.1,33.1,83.7,86,,37.2,23.5,
2014,=116,University of Basel,55.8,99.7,48.4,49.2,,79.2,100,
2014,118,Maastricht University,42,87.5,75.3,65.1,,99.9,95.9,
2014,119,University of Minnesota Twin Cities,82.2,99.8,28.7,48.9,,35.8,6.7,
2014,120,University of York,71.3,59.2,51.4,62.8,,83.3,77.8,
2014,121,Albert-Ludwigs-Universitaet Freiburg,77.1,51.3,73.6,40.1,,48,48.4,
2014,122,"University of Maryland, College Park",70.2,81.6,67.3,34.5,,34.6,30,
2014,=123,Cardiff University,63.8,59.9,65.6,64.1,,73.3,73.2,
2014,=123,University of Liverpool,58.9,62.2,67.1,65.6,,91.9,76.3,
2014,=123,Technical University of Denmark,46.2,63.5,95.8,54.7,,73.9,96.2,
2014,126,Kyushu University,73.3,29.9,98.4,71.6,,24.3,17.8,
2014,=127,"KIT, Karlsruhe Institute of Technology",62.5,26.7,95.4,95.7,,49.3,53.9,
2014,=127,Newcastle University,53,67,68.4,74.9,,91.2,77.3,
2014,=129,Ghent University,67.7,44.7,90.2,58.9,,26.6,55.3,
2014,=129,Rice University,49,95.2,77.4,17.4,,84.3,79.4,
2014,131,University of Southern California,66.2,82.2,47.7,70.2,,72.5,14.1,
2014,=132,Universidade de São Paulo,94,45.3,36.6,89.1,,5.5,11.1,
2014,=132,"University of California, Santa Barbara (UCSB)",83.3,100,13.9,27.7,,34,64.3,
2014,134,Humboldt-Universität zu Berlin,96.8,37.8,27.8,70,,41.5,52.1,
2014,135,Hokkaido University,71.5,43,86.7,71.8,,18.6,12.8,
2014,136,Dartmouth College,41.6,98.5,86.3,66,,53.4,6.6,
2014,137,University of Aberdeen,56.3,66.6,57.1,63,,92.4,91.9,
2014,138,The Hebrew University of Jerusalem,68.6,65.6,81.1,31.1,,10,43.6,
2014,139,University College Dublin,61.5,54.2,50.9,75.4,,95.9,90.5,
2014,140,Sungkyunkwan University (SKKU),62.9,34.1,87.2,95.6,,42.3,18.4,
2014,=141,University of Cape Town,70.5,70.4,34.4,64.4,,54.9,69.3,
2014,=141,Eberhard Karls Universität Tübingen,67.8,34.6,90.5,60.1,,31.7,42.9,
2014,=141,University of Virginia,54.7,81.7,70.5,49.3,,37.6,55.4,
2014,144,Zhejiang University,78.3,69.1,29.2,81.7,,19.2,33.3,
2014,145,University of Bern,40.8,99.9,67.3,47.4,,43.8,99.1,
2014,146,University of Göttingen,73.8,40.5,79.5,40.1,,36.6,40.9,
2014,=147,RWTH Aachen University,75.3,54.7,31.1,97,,47.2,34,
2014,=147,University of Science and Technology of China,67.5,75.9,61.9,57.9,,2.4,12.4,
2014,=147,Eindhoven University of Technology,50.2,42.7,99.7,62.1,,25.8,100,
2014,150,Freie Universitaet Berlin,92.7,37.4,29.4,51.4,,53.5,53.3,
2014,=151,Universiti Malaya (UM),64.4,11.1,93.1,64,,77,79.2,
2014,=151,Wageningen University & Research,50.9,53,100,40.5,,71.7,44.7,
2014,153,"University of California, Irvine",65.1,99,24.3,45.5,,52,55.5,
2014,154,Université catholique de Louvain (UCLouvain),75,28.7,48.9,77.8,,64.4,80.5,
2014,155,University of Bergen,45.4,95.1,81.4,20.7,,19.3,74,
2014,=156,University of Vienna,83.6,24.4,36.5,49.2,,94.4,91.6,
2014,=156,Radboud University,49,96.3,65.5,32.4,,38.7,54.3,
2014,=156,Emory University,43.7,99.8,86.7,21.7,,40.9,17.5,
2014,159,University of Otago,62.3,68.6,32.3,61,,72.1,100,
2014,160,Lancaster University,61.2,60,39.5,62.7,,94,85.1,
2014,161,University of Exeter,56.7,58.7,39.6,83.4,,89.4,85.9,
2014,=162,Nanjing University,77.3,55.1,35.7,67.7,,16,51,
2014,=162,The Hong Kong Polytechnic University,62.8,50.9,39,69.7,,82.1,99.2,
2014,164,University of Rochester,38.1,81.6,100,17.6,,72.5,37.6,
2014,165,Texas A&M University,73.2,86.7,18.3,66.5,,25.2,8.6,
2014,166,Universitat de Barcelona,86,45.3,30.4,70.4,,33.8,6,
2014,=167,Pontificia Universidad Católica de Chile (UC),87.2,20,43,94,,7.8,18.8,
2014,=167,National Tsing Hua University - NTHU,66.8,82,33,54.1,,14.8,46.4,
2014,169,University of Waterloo,64.4,57.8,20.7,84,,76.7,79.8,
2014,170,Queen's University Belfast,56.7,47.3,52.7,52.7,,94.3,97.3,
2014,=171,Vrije Universiteit Amsterdam,68.9,53.2,46.4,69.1,,17.3,45.1,
2014,=171,University of Calgary,61.3,78,26.1,66.9,,56.5,52.1,
2014,=173,Universitat Autònoma de Barcelona,80,58.8,32.5,45.7,,30.4,20.9,
2014,=173,Universite libre de Bruxelles,55.3,53.8,41.3,69.5,,95,91.2,
2014,=175,Universidad Nacional Autónoma de México (UNAM),93.9,6.3,40.8,88.4,,2.9,15.4,
2014,=175,Chalmers University of Technology,49.1,48.1,64.8,86.6,,42.7,74.2,
2014,177,Rheinische Friedrich-Wilhelms-Universität Bonn,65.2,49.8,70.7,37.2,,40.2,14.7,
2014,178,Universidad Autónoma de Madrid,75.2,42.2,45.3,71.4,,17.5,15,
2014,=179,École Normale Supérieure de Lyon,59.5,25.8,100,27.9,,37.1,51.4,
2014,=179,University of Bath,50,53,37.2,90.8,,91.9,88.2,
2014,181,Vrije Universiteit Brussel (VUB),41.1,36,94.9,60.5,,70.8,77.4,
2014,=182,Alma Mater Studiorum - Università di Bologna,90,45.3,17.9,56.6,,18.2,8.6,
2014,=182,Stockholm University,81,36.1,51.3,45.1,,20.9,4.6,
2014,=182,University of Colorado Boulder,54.3,61.5,69.7,50.4,,13.7,39.3,
2014,=182,Vanderbilt University,49.3,64,100,14,,28.6,5.7,
2014,186,University of Illinois Chicago (UIC),55.2,71.8,45.1,47.5,,48.2,58.4,
2014,=187,Queen's University at Kingston,60.4,73.9,22.4,65.5,,26.8,80.7,
2014,=187,Aalto University,50.6,19.2,98.4,61.3,,37.1,72,
2014,189,Case Western Reserve University,29.7,93.7,96.8,11.9,,59.2,21.9,
2014,190,Technion - Israel Institute of Technology,54.6,88.4,36.1,46,,10.1,66.8,
2014,191,Western University,56.9,65.2,32,59.1,,54.1,85.3,
2014,=192,Technische Universität Berlin (TU Berlin),73.7,20.2,46.6,80.3,,42.3,36.7,
2014,=192,Universität Hamburg,70.9,40.4,46,58.9,,36.6,28.8,
2014,=192,University of Florida,58.8,64.2,63.9,35.1,,25,16.5,
2014,=195,Michigan State University,63.5,64.5,27.1,49.5,,53.6,63.3,
2014,=195,Tel Aviv University,60.2,99.8,14.7,53.3,,8.1,35.6,
2014,197,Keio University,70.6,21.5,59.1,88,,8.2,14.3,
2014,=198,Universidad de Buenos Aires (UBA),94.2,5,17.9,95.7,,19.2,27.2,
2014,=198,University of Tsukuba,57.9,35.8,83,49.8,,29.5,16.3,
2014,=200,University of Sussex,52.6,66.3,37.1,28.1,,96.6,87.8,
2014,=200,Georgetown University,50,60.4,50.6,66.1,,54.2,44.6,
2014,=202,Sapienza University of Rome,88.5,53,8.5,49.3,,17.6,2.5,
2014,=202,University of Reading,47.7,44.2,51.3,67.1,,89.1,86.4,
2014,=202,National Chiao Tung University,45.1,71,66,30,,54.1,51.6,
2014,205,University of Antwerp,43.6,32.2,98.1,41.3,,49.5,68.4,
2014,=206,Universidade Estadual de Campinas (Unicamp),75.4,39.7,33.5,75.8,,6.4,12.6,
2014,=206,University of Gothenburg,59.5,67.6,50.7,33,,14.1,38.3,
2014,208,University of Turku,48.4,39.9,88,58.7,,11.4,37.4,
2014,209,Université Paris-Saclay,47.9,59.7,76.9,21.2,,53.1,38.3,
2014,210,Université Diderot Paris 7,68.1,81.3,21.8,6,,47.7,39.8,
2014,211,University of Leicester,35.6,67.1,63.3,35.3,,97.2,77.1,
2014,=212,Complutense University of Madrid,79.7,14.6,39.8,81.5,,18.9,4.2,
2014,=212,University of Twente,42.7,74.1,39.2,47.5,,78.1,74.5,
2014,214,Tufts University,29.1,98.2,63.8,32.6,,41.7,47.6,
2014,=215,The University of Arizona,55.7,85.1,33.3,34.8,,21.4,24.2,
2014,217,Goethe-University Frankfurt am Main,63.1,45.6,36.6,63.8,,47.3,21.7,
2014,218,University of Ottawa,50.8,90.6,12.8,36.6,,44.1,87,
2014,219,Hanyang University,40.1,17.8,98.7,64.8,,76.5,27.4,
2014,=220,Universidad de Chile,80.1,21.9,22.2,87.9,,11.4,10.8,
2014,=220,Waseda University,73.6,10.7,35.4,90.1,,27.8,34.9,
2014,=222,Indian Institute of Technology Bombay (IITB),66,44.3,28.8,92.5,,1.6,4.6,
2014,=222,Simon Fraser University,47.3,79.1,11.3,43.4,,91.7,93.7,
2014,=222,Sciences Po,38.9,2,93.6,77.9,,96.9,65.7,
2014,225,KFUPM,43.3,11.4,86.9,50.2,,68,100,
2014,226,Université de Strasbourg,74.6,44.8,19.3,27.3,,62.9,34.8,
2014,227,Université Paris-Sorbonne (Paris IV),87.1,2.6,15.6,71.8,,57.7,32.4,
2014,228,Université Paris 1 Panthéon-Sorbonne,83.4,4.7,5.2,90.1,,73.5,38,
2014,229,Politecnico di Milano,67.4,36.4,15.3,87.3,,44.1,31.1,
2014,=230,University College Cork,40.6,56.4,45.1,59.8,,48.9,89.1,
2014,=230,University of Dundee,34.5,59.8,74.9,4.9,,82.4,80.3,
2014,232,National Cheng Kung University (NCKU),56.6,49.5,50.1,40.2,,31.6,20.5,
2014,233,Saint Petersburg State University,55.7,3.7,98.8,48.5,,24.8,5.3,
2014,234,Technische Universität Dresden,46.7,79.3,22.8,70.8,,37,18.4,
2014,=235,Indian Institute of Technology Delhi (IITD),56.8,40.5,43.9,86.3,,3.7,2.2,
2014,=235,Dalhousie University,43.2,77.8,31,15.7,,60.3,97.7,
2014,237,University of Notre Dame,40.1,65.9,50.6,42.8,,23.5,72.7,
2014,238,University of Milan,67.6,61.3,18.4,37.5,,11.9,15.1,
2014,=240,Beijing Normal University,59.9,24.6,46.6,50.6,,23.7,57,
2014,=240,University of East Anglia (UEA),40.9,55.2,46.2,22.1,,88.2,81.1,
2014,242,University of Canterbury | Te Whare Wānanga o Waitaha,42.8,50.4,24.5,67.5,,64.3,100,
2014,243,Chulalongkorn University,75.6,12.5,33.4,65.7,,4,15.1,
2014,244,Charles University,60.7,25.1,44.6,55.2,,46.1,16.9,
2014,245,University of Pisa,65.5,71.9,7.5,35.1,,10.7,13,
2014,=246,Norwegian University of Science And Technology,45.6,47.4,37,52.3,,41.6,77.5,
2014,=246,Technische Universität Wien,43.4,57.3,15.9,71,,84.9,59.1,
2014,=246,University of Strathclyde,43.3,35.9,34.8,74,,64.2,85,
2014,=249,University of Münster,47.7,36.5,51.6,69.8,,18.4,29,
2014,=249,King Saud University,40.3,6.7,90.6,44.8,,23.7,96.7,
2014,=249,American University of Beirut (AUB),27.5,22.7,64.8,87.6,,78.3,98.2,
2014,=249,Ulm University,19.5,78.9,85.3,14.2,,34.1,46.2,
2014,253,Tecnológico de Monterrey,44,4.1,64.1,91.3,,40.5,71,
2014,=254,"Macquarie University (Sydney, Australia)",47.5,35.7,16.9,69.1,,85.8,100,
2014,=254,University of Navarra,34.7,25.9,80.2,68.3,,49.3,26.4,
2014,256,National Yang Ming University,24.9,64.2,99.1,17.7,,10.9,11,
2014,=257,Mahidol University,52.6,13.7,84.4,35.6,,8.8,14.2,
2014,=257,"The University of Newcastle, Australia (UON)",49.1,36,27.3,63.8,,40.7,92.7,
2014,=259,Universiti Kebangsaan Malaysia (UKM),52.1,7.9,60.4,39.5,,42.5,95.1,
2014,=259,University of Oulu,34.9,61.1,72.1,8.8,,12.8,64.3,
2014,261,"University of California, Riverside",36.4,82.4,23.8,29.9,,37.9,87.5,
2014,=262,Università di Padova,69.8,40.7,27.3,27.8,,10.6,3.8,
2014,=262,Universidad de los Andes,64.3,14.8,29.4,84.6,,3.5,36.2,
2014,264,University of Technology Sydney,44.3,18.9,26.1,88.8,,91.9,94.9,
2014,=265,Loughborough University,39.3,31.1,42.4,69.6,,67.7,80.4,
2014,=265,"University of California, Santa Cruz",36.6,95.9,20,36.7,,3.7,61.9,
2014,=267,Umea University,38.3,46.1,77.3,30.3,,5.1,27.5,
2014,=267,University of Eastern Finland,29.6,59.5,80.4,21.6,,14.5,39.3,
2014,=269,Technical University of Darmstadt,36.9,50.1,25.7,88.2,,59.1,57.7,
2014,=269,University of Iowa,35.4,77.5,55.5,17.4,,30.6,10.7,
2014,271,Universidade Federal do Rio de Janeiro,68.5,17.7,41.2,42.9,,5.6,13.3,
2014,=272,Indiana University Bloomington,59.5,32.5,33.3,57.1,,32,1,
2014,=272,Université de Liège,34.1,33.4,69.6,46.5,,65.4,43.7,
2014,274,Universität Stuttgart,41.3,14.6,67.8,60.1,,67.1,37.3,
2014,=275,Victoria University of Wellington,49.2,27.7,18.8,67,,68.7,100,
2014,=275,Kyung Hee University,39,15,82.2,61.5,,41.1,16.2,
2014,=275,"Royal Holloway, University of London",33,51.1,38.4,32.9,,98.3,96.5,
2014,278,Université Paris Descartes,39.9,94.9,17.9,23.8,,42.4,18.5,
2014,279,Rutgers University–New Brunswick,50.4,44.3,45.6,28.7,,25.1,27.4,
2014,=280,University of Galway,37.3,23.4,62.2,43.8,,50.6,91.8,
2014,=280,Yeshiva University,6.5,96.5,97.8,10.7,,18,1.8,
2014,282,University of Massachusetts Amherst,47.2,67.8,26.4,36.3,,15.2,26,
2014,=283,Linköping University,37.8,30,64,66,,17.2,37.6,
2014,=283,University of Wollongong,31.3,33.7,35.6,84.4,,69.3,99.7,
2014,=285,Queensland University of Technology (QUT),46.1,25.1,22.2,76.7,,52.1,97.6,
2014,=285,Friedrich-Alexander-Universität Erlangen-Nürnberg,40.5,42.7,55.6,39.7,,25,40.6,
2014,287,Universidad Austral,40.1,3.9,93.3,63.1,,16.2,8.4,
2014,288,Universität Innsbruck,46.2,22,27.5,47.9,,98.7,94.9,
2014,289,Universität Leipzig,43.8,85.8,13.5,24.6,,31,16.5,
2014,=290,University of Victoria (UVic),37.9,76.5,15.8,23.4,,35,87.6,
2014,292,Ben-Gurion University of The Negev,32,29.1,67.8,37.7,,39.6,82.3,
2014,293,University of Porto,56.2,44.1,24.4,46.7,,11.7,9,
2014,=294,Arizona State University,55.8,59.2,13.1,34.6,,20.9,10.9,
2014,=294,Kobe University,43.7,31.7,63.9,39.9,,14,10.6,
2014,=294,Universiti Teknologi Malaysia,40.5,4.3,70.5,37.6,,76.7,60.6,
2014,=294,Tokyo Medical and Dental University (TMDU),18.7,60.2,100,11.9,,17.1,5.4,
2014,=298,Universitat Pompeu Fabra (Barcelona),44.9,43.9,32.8,29.1,,39.7,67.6,
2014,=298,Université Laval,37.6,53.6,34.5,43.1,,36.8,55.8,
2014,=300,Indian Institute of Technology Kanpur (IITK),52,39,32.5,61.1,,1.6,3.6,
2014,=300,George Washington University,41.7,43.6,40.4,53.2,,49.9,5.1,
2014,=300,Johannes Gutenberg Universität Mainz,38.6,76.6,15.5,40.3,,33.9,38.8,
2014,=300,University at Buffalo SUNY,28.3,93.1,19.1,12.2,,71.7,58.6,
2014,304,RMIT University,38.2,11.9,25.3,88.5,,97.6,100,
2014,=305,"University of Rome ""Tor Vergata""",52.5,68.2,10.8,30.5,,21.7,5,
2014,=305,University of Cologne,51,36,20.9,69.4,,31.1,19.2,
2014,=305,Al-Farabi Kazakh National University,47.5,1.1,84,32.9,,12.1,25.8,
2014,308,University of Southern Denmark (SDU),31.8,42.6,50,36.6,,54.3,67.2,
2014,309,Universiti Sains Malaysia (USM),55.3,17.4,39.9,46.4,,30,24.5,
2014,=310,Universitas Indonesia,51.3,1.7,55.7,65.5,,5,40.3,
2014,=310,Universität Konstanz,48.4,29.4,44.6,20.5,,35.3,56.4,
2014,312,Universidade Nova de Lisboa,43.4,21.6,49.8,53.7,,32.6,41,
2014,313,University of Utah,20.2,90.8,46.5,20.8,,28.6,31.1,
2014,=314,Hiroshima University,36.6,29.2,88.5,9.2,,14.3,12.1,
2014,=314,University of Surrey,30.8,34,41.9,33.2,,98.3,94.2,
2014,=316,Universidad Nacional de Colombia,65,5.1,20.3,85.6,,1.6,12.3,
2014,=316,Brandeis University,22.3,78.2,40.3,30.2,,73.3,20.6,
2014,=318,University of Witwatersrand,46.5,29.7,28.6,46.6,,31.3,74.9,
2014,=318,University of Jyväskylä,34.3,18,91.2,21.1,,11.9,38.9,
2014,=318,Hong Kong Baptist University,26.9,28.5,63.5,24.1,,77.6,95.3,
2014,321,Sun Yat-sen University,50.7,41,24.1,47.1,,10.2,32.2,
2014,=322,Indian Institute of Technology Madras (IITM),43.4,49.2,26.9,71.5,,1.1,3.9,
2014,=322,Bauman Moscow State Technical University,31.8,1.1,100,65.8,,8.8,1.6,
2014,=324,Indian Institute of Technology Kharagpur (IIT-KGP),40.3,60.3,23,70,,1,1.3,
2014,=324,Griffith University,39.8,23.1,26.8,52.9,,77.8,96.3,
2014,=324,L.N. Gumilyov Eurasian National University (ENU),37.3,1.2,99.8,30.2,,7.7,28,
2014,=324,University of Hawaiʻi at Mānoa,26.4,49.3,71,12.5,,30.3,51,
2014,=328,Nankai University,45.6,36.3,45,39.1,,13.6,14.2,
2014,=328,Novosibirsk State University,36.7,8.1,85.8,39.2,,41.1,7.3,
2014,=328,Universität Mannheim,32,51.6,22.5,89.1,,30,34.7,
2014,=331,SOAS University of London,37.8,4.3,50.2,36.7,,100,100,
2014,=331,Curtin University,36.7,20.3,27.9,54.9,,98.4,100,
2014,333,University of South Australia,34.1,21.6,36.5,62.5,,62.6,100,
2014,334,King Abdulaziz University (KAU),38.3,4,63,33,,58.6,91.3,
2014,=335,University of Warsaw,52.7,11.1,39.4,65.5,,17.9,15.9,
2014,=335,Wuhan University,52,20.3,29.8,51,,15,54.1,
2014,337,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),41.6,17.9,62.6,40.9,,36.5,11.1,
2014,=338,ENS Paris-Saclay,27.9,28,91,13.6,,34.3,22.1,
2014,=338,University of Tromsø The Arctic University of Norway,23.3,36.4,97.6,0,,28.3,30.8,
2014,=338,Wake Forest University,9.8,71.2,99.5,0,,13.5,7.9,
2014,=341,Aix-Marseille University,56.1,31.7,27.7,20.8,,45.3,7.5,
2014,=341,"City St George's, University of London (formally City)",35.6,15.9,25.4,70.9,,100,88.4,
2014,=341,Boston College,33.6,37,34.5,53.5,,29.2,88.7,
2014,=341,Julius-Maximilians-Universität Würzburg,32.5,72.3,34.4,21.3,,16.3,34.5,
2014,345,University of Naples - Federico II,48.9,74,7.3,28.6,,1.8,2,
2014,346,Massey University,39.7,22.3,36.1,44.6,,44.5,92,
